NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
04021,2,1,cup,240,nan,nan
04022,1,1,tablespoon,16,nan,nan
04022,2,1,cup,260,nan,nan
04023,1,1,tablespoon,15,nan,nan
04023,2,1,cup,245,nan,nan
04023,3,1,serving (2 tbsp),15,nan,nan
04025,1,1,tbsp,13.80,nan,nan
04025,2,1,cup,220,nan,nan
04025,3,1,packet,10,nan,nan
04026,1,1,tablespoon,13.80,nan,nan
04026,2,1,cup,220,nan,nan
04027,1,1,tbsp,15,nan,nan
04027,2,1,cup,240,nan,nan
04028,1,1,tablespoon,15,nan,nan
04028,2,1,cup,240,nan,nan
04029,1,1,tablespoon,14.10,nan,nan
04029,2,1,cup,225,nan,nan
04030,1,1,tablespoon,15,nan,nan
04030,2,1,cup,245,nan,nan
04031,1,1,tbsp,12.80,nan,nan
04031,2,1,cup,205,nan,nan
04034,1,1,tbsp,13.60,nan,nan
04034,2,1,cup,218,nan,nan
04034,3,1,tsp,4.50,nan,nan
04037,1,1,tablespoon,13.60,nan,nan
04037,2,1,cup,218,nan,nan
04037,3,1,tsp,4.50,nan,nan
04038,1,1,tsp,4.50,nan,nan
04038,2,1,tablespoon,13.60,nan,nan
04038,3,1,cup,218,nan,nan
04042,1,1,tbsp,13.50,nan,nan
04042,2,1,cup,216,nan,nan
04042,3,1,tsp,4.50,nan,nan
04044,1,1,tbsp,13.60,nan,nan
04044,2,1,cup,218,nan,nan
04044,3,1,tsp,4.50,nan,nan
04047,1,1,tbsp,13.60,nan,nan
04047,2,1,cup,218,nan,nan
04047,3,1,tsp,4.50,nan,nan
04053,1,1,tablespoon,13.50,nan,nan
04053,2,1,cup,216,nan,nan
04053,3,1,tsp,4.50,nan,nan
04055,1,1,tbsp,13.60,nan,nan
04055,2,1,cup,216,nan,nan
04055,3,1,tsp,4.50,nan,nan
04058,1,1,tablespoon,13.60,nan,nan
04058,2,1,cup,218,nan,nan
04058,3,1,tsp,4.50,nan,nan
04060,1,1,tbsp,13.60,nan,nan
04060,2,1,cup,218,nan,nan
04060,3,1,tsp,4.50,nan,nan
04073,1,1,tsp,4.70,nan,nan
04073,2,1,stick,113,nan,nan
04114,1,1,tbsp,14.70,nan,nan
04114,2,1,cup,235,nan,nan
04120,1,1,cup,250,nan,nan
04120,2,1,tbsp,16,nan,nan
04120,3,1,individual packet,12.30,nan,nan
04128,1,1,cup,232,nan,1.39
04128,2,1,tsp,4.80,nan,nan
04133,1,1,tablespoon,14,nan,nan
04133,2,1,cup,220,nan,nan
04135,1,1,tablespoon,16,nan,nan
04135,2,1,cup,250,nan,nan
04141,1,1,tablespoon,15,nan,nan
04142,1,1,tablespoon,16,nan,nan
04142,2,1,cup,260,nan,nan
04143,1,1,tablespoon,14.70,nan,nan
04143,2,1,cup,235,nan,nan
04144,1,1,tablespoon,15,nan,nan
04144,2,1,cup,240,nan,nan
04145,1,1,tablespoon,13.80,nan,nan
04145,2,1,cup,220,nan,nan
04146,1,1,tablespoon,14,nan,nan
04146,2,1,cup,220,nan,nan
04367,1,1,tablespoon,16,nan,nan
04367,2,1,cup,256,nan,nan
04501,1,1,tablespoon,13.60,nan,nan
04501,2,1,cup,218,nan,nan
04501,3,1,tsp,4.50,nan,nan
04502,1,1,tablespoon,13.60,nan,nan
04502,2,1,cup,218,nan,nan
04502,3,1,tsp,4.50,nan,nan
04506,1,1,tbsp,13.60,nan,nan
04506,2,1,cup,218,nan,nan
04506,3,1,tsp,4.50,nan,nan
04510,1,1,tbsp,13.60,nan,nan
04510,2,1,cup,218,nan,nan
04510,3,1,tsp,4.50,nan,nan
04511,1,1,tablespoon,13.60,nan,nan
04511,2,1,cup,218,nan,nan
04511,3,1,tsp,4.50,nan,nan
04513,1,1,tablespoon,13.60,nan,nan
04513,2,1,cup,218,nan,nan
04513,3,2,tbsp (1/8 cup),27,nan,nan
04514,1,1,tablespoon,13.60,nan,nan
04514,2,1,cup,218,nan,nan
04514,3,1,tsp,4.50,nan,nan
04515,1,1,tablespoon,13.60,nan,nan
04515,2,1,cup,218,nan,nan
04515,3,1,tsp,4.50,nan,nan
04516,1,1,tablespoon,13.60,nan,nan
04516,2,1,cup,218,nan,nan
04516,3,1,tsp,4.50,nan,nan
04517,1,1,tablespoon,13.60,nan,nan
04517,2,1,cup,218,nan,nan
04517,3,1,tsp,4.50,nan,nan
04518,1,1,tbsp,13.60,nan,nan
04518,2,1,cup,218,nan,nan
04518,3,1,tsp,4.50,nan,nan
04528,1,1,tbsp,13.60,nan,nan
04528,2,1,cup,218,nan,nan
04528,3,1,tsp,4.50,nan,nan
04529,1,1,tablespoon,13.60,nan,nan
04529,2,1,cup,218,nan,nan
04529,3,1,tsp,4.50,nan,nan
04530,1,1,tablespoon,13.60,nan,nan
04530,2,1,cup,218,nan,nan
04530,3,1,tsp,4.50,nan,nan
04531,1,1,tablespoon,13.60,nan,nan
04531,2,1,cup,218,nan,nan
04531,3,1,tsp,4.50,nan,nan
04532,1,1,tablespoon,13.60,nan,nan
04532,2,1,cup,218,nan,nan
04532,3,1,tsp,4.50,nan,nan
04534,1,1,tbsp,13.60,nan,nan
04534,2,1,cup,218,nan,nan
04534,3,1,tsp,4.50,nan,nan
04536,1,1,tablespoon,13.60,nan,nan
04536,2,1,cup,218,nan,nan
04536,3,1,tsp,4.50,nan,nan
04539,1,1,tbsp,15,nan,nan
04539,2,1,cup,245,nan,nan
04541,1,1,tablespoon,13.60,nan,nan
04541,2,1,cup,218,nan,nan
04541,3,1,tsp,4.50,nan,nan
04542,1,1,tbsp,12.80,nan,nan
04542,2,1,cup,205,nan,nan
04543,1,1,tablespoon,13.60,nan,nan
04543,2,1,cup,218,nan,nan
04543,3,1,tsp,4.50,nan,nan
04544,1,1,tablespoon,12.80,nan,nan
04544,2,1,cup,205,nan,nan
04545,1,1,tbsp,13.60,nan,nan
04545,2,1,cup,218,nan,nan
04545,3,1,tsp,4.50,nan,nan
04546,1,1,tablespoon,12.80,nan,nan
04546,2,1,cup,205,nan,nan
04548,1,1,tbsp,12.80,nan,nan
04548,2,1,cup,205,nan,nan
04549,1,1,tbsp,12.80,nan,nan
04549,2,1,cup,205,nan,nan
04550,1,1,tbsp,12.80,nan,nan
04550,2,1,cup,205,nan,nan
04551,1,1,tbsp,12.80,nan,nan
04551,2,1,cup,205,nan,nan
04554,1,1,tbsp,12.80,nan,nan
04554,2,1,cup,205,nan,nan
04556,1,1,tbsp,12.80,nan,nan
04556,2,1,cup,205,nan,nan
04559,1,1,tbsp,12.80,nan,nan
04559,2,1,cup,205,nan,nan
04560,1,1,tbsp,12.80,nan,nan
04560,2,1,cup,205,nan,nan
04570,1,1,tbsp,13.60,nan,nan
04570,2,1,cup,218,nan,nan
04572,1,1,tbsp,13.60,nan,nan
04572,2,1,cup,218,nan,nan
04572,3,1,tsp,4.50,nan,nan
04573,1,1,tbsp,13.60,nan,nan
04573,2,1,cup,218,nan,nan
04573,3,1,tsp,4.50,nan,nan
04575,1,1,tbsp,12.80,nan,nan
04575,2,1,tsp,4.30,nan,nan
04575,3,1,cup,205,nan,nan
04576,1,1,tbsp,12.80,nan,nan
04576,2,1,cup,205,nan,nan
04581,1,1,tbsp,14,nan,nan
04581,2,1,cup,218,nan,nan
04581,3,1,tsp,4.50,nan,nan
04582,1,1,tbsp,14,nan,nan
04582,2,1,cup,218,nan,nan
04582,3,1,tsp,4.50,nan,nan
04583,1,1,tbsp,14,nan,nan
04583,2,1,cup,218,nan,nan
04583,3,1,tsp,4.50,nan,nan
04584,1,1,tbsp,14,nan,nan
04584,2,1,cup,218,nan,nan
04584,3,1,tsp,4.50,nan,nan
04585,1,1,tbsp,14.10,8,0.61
04585,2,1,cup,227,nan,nan
04585,3,1,tsp,4.70,nan,nan
04585,4,1,stick,111,4,1.25
04586,1,1,tbsp,12.80,nan,nan
04586,2,1,cup,205,nan,nan
04587,1,1,tbsp,12.80,nan,nan
04587,2,1,cup,205,nan,nan
04588,1,1,tbsp,13.60,nan,nan
04588,2,1,cup,218,nan,nan
04588,3,1,tsp,4.50,nan,nan
04589,1,1,tsp,4.50,nan,nan
04589,2,1,tbsp,13.60,nan,nan
04589,3,1,cup,218,nan,nan
04590,1,1,tbsp,13.60,nan,nan
04590,2,1,tsp,4.50,nan,nan
04590,3,1,cup,218,nan,nan
04591,1,1,tbsp,13.60,nan,nan
04591,2,1,tsp,4.50,nan,nan
04591,3,1,cup,218,nan,nan
04592,1,1,tbsp,12.50,nan,nan
04592,2,1,tsp,4.50,nan,nan
04592,3,1,cup,205,nan,nan
04593,1,1,tbsp,13.60,nan,nan
04593,2,1,tsp,4.50,nan,nan
04593,3,1,cup,218,nan,nan
04594,1,1,tbsp,13.60,nan,nan
04594,2,1,tsp,4.50,nan,nan
04594,3,1,cup,218,nan,nan
04595,1,1,tbsp,12.80,nan,nan
04595,2,1,cup,205,nan,nan
04600,1,1,tablespoon,14,nan,nan
04601,1,1,tablespoon,14,nan,nan
04602,1,1,tablespoon,14,nan,nan
04609,1,1,tsp,4.30,nan,nan
04610,1,1,tbsp,14,1,nan
04610,2,1,cup,227,nan,nan
04610,3,1,tsp,4.70,nan,nan
04610,4,1,"pat (1"" sq, 1/3"" high)",5,nan,nan
04610,5,1,stick,113,nan,nan
04611,1,1,tbsp,14.20,nan,nan
04611,2,1,cup,227,nan,nan
04612,1,1,tbsp,14.30,nan,nan
04612,2,1,cup,229,nan,nan
04612,3,1,tsp,4.80,1,nan
04613,1,1,tbsp,14,nan,nan
04613,2,1,cup,229,nan,nan
04613,3,1,tsp,4.80,nan,nan
04614,1,1,tbsp,14.30,nan,nan
04614,2,1,cup,229,nan,nan
04614,3,1,tsp,4.80,1,nan
04615,1,1,tbsp,12.80,nan,nan
04615,2,1,cup,205,nan,nan
04617,1,1,tbsp,14.20,nan,nan
04617,2,1,cup,227,nan,nan
04617,3,1,"pat (1"" sq, 1/3"" high)",5,nan,nan
04617,4,1,stick,113,nan,nan
04618,1,1,tbsp,14.20,nan,nan
04618,2,1,cup,227,nan,nan
04620,1,1,tbsp,14,nan,nan
04624,1,1,tbsp,15,nan,nan
04626,1,1,tablespoon,14,nan,nan
04627,1,1,tablespoon,14,nan,nan
04628,1,1,tbsp,14,1,nan
04629,1,1,tbsp (1 NLEA serving),14,nan,nan
04631,1,1,tbsp,14.60,nan,nan
04631,2,1,cup,233,nan,nan
04633,1,1,tbsp,15,nan,nan
04633,2,1,cup,240,nan,nan
04634,1,1,tbsp,12.80,nan,nan
04634,2,1,cup,205,nan,nan
04635,1,1,tbsp,16,nan,nan
04635,2,1,cup,256,nan,nan
04636,1,1,tbsp,14,nan,nan
04636,2,1,cup,231,nan,nan
04638,1,1,tablespoon,14,nan,nan
04639,1,1,tablespoon,15,nan,nan
04639,2,1,serving,30,nan,nan
04640,1,1,tablespoon,15,nan,nan
04640,2,1,serving (2 tbsp),30,nan,nan
04641,1,1,tablespoon,15,nan,nan
04642,1,1,tablespoon,13.60,nan,nan
04642,2,1,teaspoon,4.50,nan,nan
04642,3,1,cup,218,nan,nan
04643,1,1,tablespoon,13.60,nan,nan
04643,2,1,cup,218,nan,nan
04644,1,1,tablespoon,13.60,nan,nan
04644,2,1,teaspoon,4.50,nan,nan
04644,3,1,cup,218,nan,nan
04645,1,1,tablespoon,13.60,nan,nan
04645,2,1,teaspoon,4.50,nan,nan
04645,3,1,cup,218,nan,nan
04646,1,1,tbsp,13.60,nan,nan
04646,2,1,cup,218,nan,nan
04646,3,1,tsp,4.50,nan,nan
04648,1,1,tbsp,13.60,nan,nan
04648,2,1,cup,218,nan,nan
04648,3,1,tsp,4.50,nan,nan
04649,1,1,tbsp,13.60,nan,nan
04649,2,1,cup,218,nan,nan
04649,3,1,tsp,4.50,nan,nan
04650,1,1,tbsp,13.60,nan,nan
04650,2,1,cup,218,nan,nan
04650,3,1,tsp,4.50,nan,nan
04651,1,1,tbsp,13.60,nan,nan
04651,2,1,cup,218,nan,nan
04651,3,1,tsp,4.50,nan,nan
04652,1,1,tbsp,13.60,nan,nan
04652,2,1,cup,218,nan,nan
04652,3,1,tsp,4.50,nan,nan
04653,1,1,tbsp,13.60,nan,nan
04653,2,1,cup,218,nan,nan
04653,3,1,tsp,4.50,nan,nan
04654,1,1,tbsp,13.60,nan,nan
04654,2,1,cup,218,nan,nan
04654,3,1,tsp,4.50,nan,nan
04655,1,1,tbsp,14,1,nan
04656,1,1,tbsp,13.60,nan,nan
04656,2,1,cup,218,nan,nan
04656,3,1,tsp,4.50,nan,nan
04657,1,1,tbsp,13.60,nan,nan
04657,2,1,cup,218,nan,nan
04657,3,1,tsp,4.50,nan,nan
04658,1,1,tbsp,13.60,nan,nan
04658,2,1,cup,218,nan,nan
04658,3,1,tsp,4.50,nan,nan
04659,1,1,tbsp,13.60,nan,nan
04659,2,1,cup,218,nan,nan
04659,3,1,tsp,4.50,nan,nan
04660,1,1,tbsp,13.60,nan,nan
04660,2,1,cup,218,nan,nan
04660,3,1,tsp,4.50,nan,nan
04661,1,1,tbsp,13.60,nan,nan
04661,2,1,cup,218,nan,nan
04661,3,1,tsp,4.50,nan,nan
04662,1,1,tbsp,13.60,nan,nan
04662,2,1,cup,218,nan,nan
04662,3,1,tsp,4.50,nan,nan
04663,1,1,tbsp,13.60,nan,nan
04663,2,1,cup,218,nan,nan
04663,3,1,tsp,4.50,nan,nan
04664,1,1,tbsp,13.60,nan,nan
04664,2,1,cup,218,nan,nan
04664,3,1,tsp,4.50,nan,nan
04665,1,1,tbsp,14,1,nan
04666,1,1,tbsp,12.80,nan,nan
04666,2,1,cup,205,nan,nan
04667,1,1,tbsp,12.80,nan,nan
04667,2,1,cup,205,nan,nan
04668,1,1,tbsp,14,1,nan
04668,2,1,cup,227,nan,nan
04668,3,1,tsp,4.70,nan,nan
04669,1,1,tablespoon,13.60,nan,nan
04669,2,1,cup,218,nan,nan
04669,3,1,teaspoon,4.50,nan,nan
04673,1,1,tablespoon,14,nan,nan
04674,1,1,tbsp,14,nan,nan
04675,1,1,tablespoon,14,nan,nan
04676,1,1,tablespoon,14,nan,nan
04677,1,1,tablespoon,14,nan,nan
04678,1,1,tbsp,14,1,nan
04679,1,1,"spray , about 1/3 second (1 NLEA serving)",0.30,1,nan
04683,1,1,tbsp (1 NLEA serving),14,6,0
04684,1,1,tablespoon (1 NLEA serving),14,nan,nan
04685,1,1,tbsp (1 NLEA serving),14,nan,nan
04685,2,1,cup,214,3,5.33
04686,1,2,tbsp (1 serving),30,2,nan
04687,1,1,tablespoon (1 NLEA serving),14,nan,nan
04688,1,1,serving (approximately 10 sprays),8,nan,nan
04689,1,1,tbsp (1 NLEA serving),14,nan,nan
04690,1,1,tbsp,14.90,16,1.39
04691,1,1,tablespoon,14,nan,nan
04691,2,1,cup,227,nan,nan
04691,3,1,teaspoon,4,nan,nan
04692,1,1,tbsp,14,1,nan
04693,1,1,tbsp,14,1,nan
04694,1,1,tbsp,14,1,nan
04694,2,1,cup,229,nan,nan
04694,3,1,teaspoon,4.80,nan,nan
04695,1,1,tbsp,14,1,nan
04695,2,1,cup,229,nan,nan
04695,3,1,teaspoon,4.80,nan,nan
04696,1,1,tbsp,14,1,nan
04696,2,1,cup,229,nan,nan
04696,3,1,teaspoon,4.80,nan,nan
04697,1,1,tbsp,14,1,nan
04698,1,1,tablespoon,14,nan,nan
04698,2,1,cup,218,nan,nan
04698,3,1,teaspoon,4.50,nan,nan
04699,1,1,tablespoon,14,nan,nan
04699,2,1,cup,218,nan,nan
04699,3,1,teaspoon,4.50,nan,nan
04700,1,1,tablespoon,13.60,nan,nan
04700,2,1,cup,218,nan,nan
04700,3,1,teaspoon,4.50,nan,nan
04701,1,1,tablespoon,13.60,nan,nan
04701,2,1,cup,218,nan,nan
04701,3,1,teaspoon,4.50,nan,nan
04702,1,1,tablespoon,13.60,nan,nan
04702,2,1,cup,218,nan,nan
04702,3,1,teaspoon,4.50,nan,nan
04703,1,2,tbsp,30,3,0
04704,1,2,tbsp,33,1,nan
04705,1,2,tbsp (1 NLEA serving),34,2,nan
04706,1,2,tbsp (1 NLEA serving),30,1,nan
04707,1,1,tablespoon,13.70,nan,nan
04707,2,1,cup,219,1,nan
04708,1,1,tbsp,15,1,nan
04708,2,1,cup,232,24,4.97
05000,1,3,oz,85,nan,nan
05000,2,1,breast,384,48,76.65
05001,1,3,oz,85,nan,nan
05001,2,1,chicken,1046,nan,nan
05002,1,3,oz,85,nan,nan
05002,2,1,unit (yield from 1 lb ready-to-cook chicken),308,nan,nan
05002,3,1,chicken,1028,nan,nan
05003,1,3,oz,85,nan,nan
05003,2,1,unit (yield from 1 lb ready-to-cook chicken),212,nan,nan
05003,3,1,chicken,708,nan,nan
05004,1,3,oz,85,nan,nan
05004,2,1,unit (yield from 1 lb ready-to-cook chicken),205,nan,nan
05004,3,1,chicken,682,nan,nan
05005,1,3,oz,85,nan,nan
05005,2,1,unit (yield from 1 lb ready-to-cook chicken),225,nan,nan
05005,3,1,chicken,751,nan,nan
05006,1,4,oz,113,nan,nan
05006,2,1,unit (yield from 1 lb ready-to-cook chicken),276,nan,nan
05006,3,0.50,"chicken, bone removed",460,nan,nan
05007,1,3,oz,85,nan,nan
05007,2,1,unit (yield from 1 lb ready-to-cook chicken),280,nan,nan
05007,3,0.50,"chicken, bone removed",466,nan,nan
05008,1,3,oz,85,nan,nan
05008,2,1,unit (yield from 1 lb ready-to-cook chicken),188,nan,nan
05008,3,0.50,"chicken, bone removed",314,nan,nan
05009,1,3,oz,85,nan,nan
05009,2,1,"cup, chopped or diced",140,nan,nan
05009,3,0.50,unit (yield from 1 lb ready-to-cook chicken),178,nan,nan
05009,4,0,"chicken, bone removed",299,nan,nan
05010,1,1,"cup, chopped or diced",140,nan,nan
05010,2,1,unit (yield from 1 lb ready-to-cook chicken),200,nan,nan
05010,3,0.50,"chicken, bone removed",334,nan,nan
05011,1,4,oz,113,nan,nan
05011,2,1,unit (yield from 1 lb ready-to-cook chicken),197,nan,nan
05011,3,0.50,"chicken, bone and skin removed",329,nan,nan
05012,1,1,"cup, chopped or diced",140,nan,nan
05012,2,1,unit (yield from 1 lb ready-to-cook chicken),155,nan,nan
05012,3,0.50,"chicken, bone and skin removed",258,nan,nan
05013,1,1,"cup, chopped or diced",140,nan,nan
05013,2,1,tbsp,8.70,nan,nan
05013,3,1,unit (yield from 1 lb ready-to-cook chicken),146,nan,nan
05014,1,1,"cup, chopped or diced",140,nan,nan
05014,2,1,tbsp,8.70,nan,nan
05014,3,1,unit (yield from 1 lb ready-to-cook chicken),157,nan,nan
05015,1,4,oz,113,nan,nan
05015,2,0.50,unit (yield from 1 lb ready-to-cook chicken),47,nan,nan
05015,3,0,"chicken, skin only",79,nan,nan
05016,1,3,oz,85,nan,nan
05016,2,0.50,unit (yield from 1 lb ready-to-cook chicken),114,nan,nan
05016,3,0,"chicken, skin only",190,nan,nan
05017,1,1,unit (yield from 1 lb ready-to-cook chicken),33,nan,nan
05017,2,0.50,"chicken, skin only",56,nan,nan
05018,1,1,unit (yield from 1 lb ready-to-cook chicken),34,nan,nan
05018,2,0.50,"chicken, skin only",56,nan,nan
05019,1,3,oz,85,nan,nan
05019,2,0.50,unit (yield from 1 lb ready-to-cook chicken),44,nan,nan
05019,3,0,"chicken, skin only",72,nan,nan
05020,1,1,unit (yield from 1 lb ready-to-cook chicken),23,nan,nan
05020,2,1,giblets,75,nan,nan
05021,1,1,"cup, chopped or diced",145,nan,nan
05021,2,1,unit (yield from 1 lb ready-to-cook chicken),13,nan,nan
05022,1,3,oz,85,nan,nan
05022,2,1,cup chopped or dice,145,nan,nan
05023,1,4,oz,113,nan,nan
05023,2,1,lb,453,nan,nan
05024,1,1,cup chopped or dice,145,nan,nan
05025,1,1,heart,6.10,nan,nan
05025,2,1,unit (yield from 1 lb ready-to-cook chicken),1.80,nan,nan
05026,1,1,"cup, chopped or diced",145,nan,nan
05026,2,1,unit (yield from 1 lb ready-to-cook chicken),1,nan,nan
05027,1,4,oz,113,nan,nan
05027,2,1,liver,44,nan,nan
05028,1,3,oz,85,nan,nan
05028,2,1,liver,44,nan,nan
05029,1,4,oz,113,nan,nan
05029,2,0.50,unit (yield from 1 lb ready-to-cook chicken),116,nan,nan
05029,3,0,"chicken, bone removed",194,nan,nan
05030,1,1,unit (yield from 1 lb ready-to-cook chicken),113,nan,nan
05030,2,0.50,"chicken, bone removed",188,nan,nan
05031,1,1,unit (yield from 1 lb ready-to-cook chicken),78,nan,nan
05031,2,0.50,"chicken, bone removed",130,nan,nan
05032,1,1,unit (yield from 1 lb ready-to-cook chicken),79,nan,nan
05032,2,0.50,"chicken, bone removed",132,nan,nan
05033,1,1,unit (yield from 1 lb ready-to-cook chicken),90,nan,nan
05033,2,0.50,"chicken, bone removed",150,nan,nan
05034,1,4,oz,113,nan,nan
05034,2,1,unit (yield from 1 lb ready-to-cook chicken),160,nan,nan
05034,3,0.50,"chicken, bone removed",266,nan,nan
05035,1,3,oz,85,nan,nan
05035,2,1,unit (yield from 1 lb ready-to-cook chicken),167,nan,nan
05035,3,0.50,"chicken, bone removed",278,nan,nan
05036,1,1,unit (yield from 1 lb ready-to-cook chicken),110,nan,nan
05036,2,0.50,"chicken, bone removed",184,nan,nan
05037,1,1,unit (yield from 1 lb ready-to-cook chicken),101,nan,nan
05037,2,0.50,"chicken, bone removed",167,nan,nan
05038,1,1,unit (yield from 1 lb ready-to-cook chicken),110,nan,nan
05038,2,0.50,"chicken, bone removed",184,nan,nan
05039,1,1,unit (yield from 1 lb ready-to-cook chicken),88,nan,nan
05039,2,0.50,"chicken, bone and skin removed",147,nan,nan
05040,1,1,cup,140,nan,nan
05040,2,1,unit (yield from 1 lb ready-to-cook chicken),64,nan,nan
05041,1,1,"cup, chopped or diced",140,nan,nan
05041,2,1,unit (yield from 1 lb ready-to-cook chicken),64,nan,nan
05041,3,0.50,"chicken, bone and skin removed",107,nan,nan
05042,1,1,"cup, chopped or diced",140,nan,nan
05042,2,1,unit (yield from 1 lb ready-to-cook chicken),71,nan,nan
05042,3,0.50,"chicken, bone and skin removed",119,nan,nan
05043,1,1,unit (yield from 1 lb ready-to-cook chicken),109,nan,nan
05043,2,0.50,"chicken, bone and skin removed",182,nan,nan
05044,1,1,cup,140,nan,nan
05044,2,1,unit (yield from 1 lb ready-to-cook chicken),91,nan,nan
05045,1,1,"cup, chopped or diced",140,nan,nan
05045,2,1,unit (yield from 1 lb ready-to-cook chicken),81,nan,nan
05045,3,0.50,"chicken, bone and skin removed",136,nan,nan
05046,1,1,"cup, chopped or diced",140,nan,nan
05046,2,1,unit (yield from 1 lb ready-to-cook chicken),86,nan,nan
05046,3,0.50,"chicken, bone and skin removed",143,nan,nan
05047,1,1,tbsp,12.80,nan,nan
05047,2,1,unit (yield from 1 lb ready-to-cook chicken),32,nan,nan
05047,3,0.50,"chicken, separable fat",52,nan,nan
05048,1,1,unit (yield from 1 lb ready-to-cook chicken),59,nan,nan
05048,2,0.50,"back, bone removed",99,nan,nan
05049,1,1,unit (yield from 1 lb ready-to-cook chicken),72,nan,nan
05049,2,0.50,"back, bone removed",120,nan,nan
05050,1,1,unit (yield from 1 lb ready-to-cook chicken),44,nan,nan
05050,2,0.50,"back, bone removed",72,nan,nan
05051,1,1,unit (yield from 1 lb ready-to-cook chicken),32,nan,nan
05051,2,0.50,"back, bone removed",53,nan,nan
05052,1,3,oz,85,nan,nan
05052,2,1,unit (yield from 1 lb ready-to-cook chicken),36,nan,nan
05052,3,1,"cup, chopped or diced",160,nan,nan
05053,1,4,oz,113,nan,nan
05053,2,0.50,unit (yield from 1 lb ready-to-cook chicken),31,nan,nan
05053,3,0,"back, bone and skin removed",51,nan,nan
05054,1,1,unit (yield from 1 lb ready-to-cook chicken),35,nan,nan
05054,2,0.50,"back, bone and skin removed",58,nan,nan
05055,1,3,oz,85,nan,nan
05055,2,0.50,unit (yield from 1 lb ready-to-cook chicken),24,nan,nan
05055,3,0,"back, bone and skin removed",40,nan,nan
05056,1,1,unit (yield from 1 lb ready-to-cook chicken),26,nan,nan
05056,2,0.50,"back, bone and skin removed",42,nan,nan
05057,1,0.50,"breast, bone removed (yield from 1 lb ready-to-cook chicken)",87,nan,nan
05057,2,0.50,"breast, bone removed",145,nan,nan
05058,1,3,oz,85,nan,nan
05058,2,0.50,unit (yield from 1 lb ready-to-cook chicken),84,nan,nan
05058,3,0,"breast, bone removed",140,nan,nan
05059,1,1,unit (yield from 1 lb ready-to-cook chicken),59,nan,nan
05059,2,0.50,"breast, bone removed",98,nan,nan
05060,1,1,"cup, chopped or diced",140,nan,nan
05060,2,1,unit (yield from 1 lb ready-to-cook chicken),58,nan,nan
05060,3,0.50,"breast, bone removed",98,nan,nan
05061,1,1,"cup, chopped or diced",140,nan,nan
05061,2,1,unit (yield from 1 lb ready-to-cook chicken),66,nan,nan
05061,3,0.50,"breast, bone removed",110,nan,nan
05062,1,4,oz,113,nan,nan
05062,2,1,piece,272,13,81.25
05062,3,1,package,926,13,570.98
05063,1,1,unit (yield from 1 lb ready-to-cook chicken),52,nan,nan
05063,2,0.50,"breast, bone and skin removed",86,nan,nan
05064,1,1,"cup, chopped or diced",140,nan,nan
05064,2,1,unit (yield from 1 lb ready-to-cook chicken),52,nan,nan
05064,3,0.50,"breast, bone and skin removed",86,nan,nan
05065,1,1,"cup, chopped or diced",140,nan,nan
05065,2,1,unit (yield from 1 lb ready-to-cook chicken),57,nan,nan
05065,3,0.50,"breast, bone and skin removed",95,nan,nan
05066,1,4,oz,113,5,22.21
05066,2,1,drumstick with skin,133,50,nan
05066,3,1,drumstick,130,25,nan
05067,1,1,unit (yield from 1 lb ready-to-cook chicken),43,nan,nan
05067,2,1,"drumstick, bone removed",72,nan,nan
05068,1,1,unit (yield from 1 lb ready-to-cook chicken),29,nan,nan
05068,2,1,"drumstick, bone removed",49,nan,nan
05069,1,3,oz,85,5,18.41
05069,2,1,drumstick with skin (yield from 1 lb ready-to-cook chicken),105,50,nan
05069,3,1,drumstick without skin,96,25,nan
05070,1,1,"cup, chopped or diced",140,nan,nan
05070,2,1,unit (yield from 1 lb ready-to-cook chicken),34,nan,nan
05070,3,1,"drumstick, bone removed",57,nan,nan
05071,1,4,oz,113,5,nan
05071,2,1,drumstick  with skin,130,25,19.32
05071,3,1,drumstick without skin,122,50,nan
05072,1,1,unit (yield from 1 lb ready-to-cook chicken),25,nan,nan
05072,2,1,"drumstick, bone and skin removed",42,nan,nan
05073,1,3,oz,85,5,nan
05073,2,1,drumstick without skin,96,25,18.41
05073,3,1,drumstick with skin,105,50,nan
05074,1,3,oz,85,nan,nan
05074,2,1,"drumstick, bone and skin removed",46,nan,nan
05074,3,1,"cup, chopped or diced",160,nan,nan
05074,4,1,unit (yield from 1 lb ready-to-cook chicken),28,nan,nan
05075,1,4,oz,113,nan,nan
05075,2,1,"leg, with skin (Sum of drumstick+thigh+back)",344,nan,nan
05075,3,1,drumstick with skin,111,nan,nan
05075,4,1,thigh with skin,185,nan,nan
05075,5,1,back with skin,49,nan,nan
05076,1,1,unit (yield from 1 lb ready-to-cook chicken),95,nan,nan
05076,2,1,"leg, bone removed",158,nan,nan
05077,1,1,unit (yield from 1 lb ready-to-cook chicken),67,nan,nan
05077,2,1,"leg, bone removed",112,nan,nan
05078,1,3,oz,85,nan,nan
05078,2,1,"leg, with skin (Sum of drumstick+thigh+back)",258,nan,nan
05078,3,1,thigh with skin,133,nan,nan
05078,4,1,drumstick with skin,91,nan,nan
05078,5,1,back with skin,35,nan,nan
05079,1,1,"cup, chopped or diced",140,nan,nan
05079,2,1,unit (yield from 1 lb ready-to-cook chicken),75,nan,nan
