NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
20653,7,1,cup lasagne,90,18,7.12
20654,1,1,cup spaghetti not packed,169,4,15.76
20654,2,1,cup penne not packed,131,7,6.60
20654,3,1,cup fettucini not packed,153,2,nan
20654,4,1,cup spirals not packed,136,6,19.27
20654,5,1,cup elbows not packed,131,2,nan
20654,6,1,cup shells not packed,156,1,nan
20655,1,1,cup spaghetti packed,166,2,nan
20655,2,1,cup(not packed) not packed,132,6,19.66
20655,3,1,cup elbows not packed not packed,111,5,3.11
20656,1,1,cup spaghetti,121,2,nan
20657,1,1,cup spaghetti,141,4,16.24
21003,1,1,biscuit,150,nan,nan
21004,1,1,biscuit,182,nan,nan
21005,1,1,item,162,nan,nan
21007,1,1,item,145,nan,nan
21008,1,1,biscuit,162,nan,nan
21009,1,1,item,111,nan,nan
21010,1,1,item,132,3,6.25
21012,1,1,item,128,nan,nan
21013,1,1,item,155,nan,nan
21014,1,1,sandwich,171,12,14.68
21018,1,2,eggs,96,nan,nan
21020,1,1,item,108,4,2.09
21021,1,1,sandwich,126,12,6.79
21022,1,1,item,165,nan,nan
21024,1,3,pieces,65,nan,nan
21024,2,5,pieces,109,nan,nan
21026,1,1,round piece,5.50,nan,nan
21026,2,1,patty,53,nan,nan
21026,3,1,serving 14 round pieces,77,nan,nan
21026,4,1,serving 29 round pieces,160,nan,nan
21028,1,1,item,120,nan,nan
21032,1,1,sundae,155,nan,nan
21033,1,1,sundae,158,nan,nan
21034,1,1,sundae,153,nan,nan
21059,1,3,pieces shrimp,39,36,3.12
21060,1,2,pieces,217,nan,nan
21061,1,1,each burrito,185,12,18.15
21063,1,1,item,241,nan,nan
21064,1,1,burrito,241,12,19.70
21078,1,1,serving,80,12,11.09
21080,1,1,serving,222,12,40.77
21082,1,1,each taco,69,12,11.22
21089,1,1,sandwich,91,12,3.64
21090,1,1,item,127,nan,nan
21091,1,1,sandwich,115,nan,nan
21094,1,1,sandwich,155,32,8.05
21096,1,1,sandwich,182,12,2.87
21102,1,1,sandwich,187,40,nan
21105,1,1,sandwich,220,12,14.19
21106,1,1,sandwich,134,12,5.06
21107,1,1,sandwich,78,12,3.45
21108,1,1,sandwich,97,24,4.45
21121,1,1,sandwich,149,26,nan
21124,1,6,inch sub,196,nan,nan
21124,2,12,inch sub,391,12,22.92
21125,1,6,inch sub,190,nan,nan
21125,2,12,inch sub,381,12,32.23
21126,1,6,inch sub,237,nan,nan
21126,2,12,inch sub,474,12,31
21127,1,1,cup,191,8,nan
21127,2,1,package,116,8,nan
21129,1,1,piece,22,36,3.62
21130,1,1,package (18 onion rings),117,12,20.40
21138,1,1,serving small,71,1,nan
21138,2,1,serving medium,117,1,nan
21138,3,1,serving large,154,1,nan
21139,1,1,cup,242,12,12.40
21141,1,1,fl oz,24.80,nan,nan
21141,2,1,small 12 fl oz,298,12,nan
21141,3,1,medium 16 fl oz,397,nan,nan
21142,1,1,biscuit,55,144,nan
21143,1,1,strip,50,8,4.07
21143,2,1,serving 4 pieces,201,8,16.28
21144,1,1,piece,5.50,6,0.26
21144,2,1,serving,77,6,5.88
21145,1,1,slice 1/8 per pizza,155,nan,nan
21145,2,1,slice 1/10 per pizza,124,nan,nan
21146,1,1,slice 1/8 per pizza,156,nan,nan
21146,2,1,slice 1/10 per pizza,124,nan,nan
21147,1,1,"piece 4"" x 6""",130,nan,nan
21148,1,1,"piece 4""x6""",127,nan,nan
21149,1,1,piece 3.2 oz,91,nan,nan
21150,1,6,inch sub,228,nan,nan
21150,2,12,inch sub,457,12,29.32
21151,1,6,inch sub,228,nan,nan
21151,2,12,inch sub,457,12,29.32
21152,1,6,inch sub,207,nan,nan
21152,2,12,inch sub,413,12,18.07
21153,1,12,inch sub,413,12,18.07
21153,2,6,inch sub,207,nan,nan
21154,1,6,inch sub,198,nan,nan
21154,2,12,inch sub,396,12,28.57
21155,1,6,inch sub,184,nan,nan
21155,2,12,inch sub,367,12,11.14
21156,1,6,inch sub,184,nan,nan
21156,2,12,inch sub,368,12,14.18
21157,1,6,inch sub,209,nan,nan
21157,2,12,inch sub,418,12,46.74
21158,1,6,inch sub,209,nan,nan
21158,2,12,inch sub,418,12,46.74
21159,1,6,inch sub,201,nan,nan
21159,2,12,inch sub,401,12,24.66
21160,1,6,inch sub,201,nan,nan
21160,2,12,inch sub,401,12,24.66
21161,1,6,inch sub,148,nan,nan
21161,2,12,inch sub,296,12,19.98
21162,1,6,inch sub,148,nan,nan
21162,2,12,inch sub,296,12,19.98
21202,1,1,item,171,nan,nan
21207,1,6,inch sub,184,nan,nan
21207,2,12,inch sub,367,12,11.14
21209,1,6,inch sub,184,nan,nan
21209,2,12,inch sub,368,12,14.18
21210,1,6,inch sub,190,nan,nan
21210,2,12,inch sub,381,12,32.23
21211,1,6,inch sub,198,nan,nan
21211,2,12,inch sub,396,12,28.57
21213,1,6,inch sub,196,nan,nan
21213,2,12,inch sub,391,12,22.92
21214,1,6,inch sub,237,nan,nan
21214,2,12,inch sub,474,12,31
21224,1,1,serving 9 servings per 24 oz package,81,4,nan
21224,2,1,serving 3 servings per 15.1 oz package,151,21,nan
21224,3,1,serving 2 servings per 9.8 oz package,146,60,nan
21224,4,1,serving 1 serving per 8 oz box,199,14,nan
21224,5,1,package 24 oz pizza,727,4,nan
21224,6,1,package 15.1 oz pizza,452,21,nan
21224,7,1,package 9.8 oz pizza,293,60,nan
21224,8,1,package 8 oz pizza,199,14,nan
21225,1,1,serving 6 servings per 29.25 oz package,139,12,nan
21225,2,1,serving 4 servings per 19.7 oz package,149,20,nan
21225,3,1,package 29.25 oz pizza,834,12,nan
21225,4,1,package 19.7 oz pizza,595,20,nan
21226,1,1,serving 5 servings per 24.2 oz package,143,24,nan
21226,2,1,serving 5 servings per 22.85 oz package,129,23,nan
21226,3,1,serving 2 servings per 10.9 oz package,177,10,nan
21226,4,1,package 24.2 oz pizza,713,24,nan
21226,5,1,package 22.85 oz pizza,644,23,nan
21226,6,1,package 10.9 oz pizza,354,10,nan
21227,1,1,serving 6 servings per 34.98 oz package,170,23,nan
21227,2,1,serving 6 servings per 30.7 oz package,149,11,nan
21227,3,1,serving 3 servings per 14.3 oz package,138,11,nan
21227,4,1,package 34.98 oz pizza,1020,23,nan
21227,5,1,package 30.7 oz pizza,891,11,nan
21227,6,1,package 14.3 oz pizza,415,11,nan
21228,1,1,sandwich,95,12,4.02
21229,1,6,pieces,96,nan,nan
21229,2,4,pieces,64,nan,nan
21229,3,10,pieces,160,nan,nan
21229,4,20,pieces,320,nan,nan
21230,1,1,sandwich,152,36,34.59
21232,1,1,sandwich,134,12,5.06
21233,1,1,item 4 oz,119,nan,nan
21234,1,1,item,171,nan,nan
21235,1,1,item 7.1 oz,199,nan,nan
21237,1,1,item 7.6 oz,219,nan,nan
21238,1,1,small serving,71,nan,nan
21238,2,1,medium serving,117,nan,nan
21238,3,1,large serving,154,nan,nan
21238,4,1,kids serving,31,nan,nan
21239,1,1,item,218,nan,nan
21240,1,1,item,236,nan,nan
21241,1,1,item,117,nan,nan
21242,1,1,item,129,nan,nan
21243,1,1,item,310,nan,nan
21244,1,1,item,230,nan,nan
21245,1,1,item,225,nan,nan
21246,1,5,pieces,68,nan,nan
21246,2,10,pieces,142,nan,nan
21247,1,1,kid's meal Serving,71,nan,nan
21247,2,1,small Serving,113,nan,nan
21247,3,1,medium Serving,142,nan,nan
21247,4,1,large Serving,184,nan,nan
21248,1,1,junior 6 oz. cup,113,nan,nan
21248,2,1,small 12 oz. cup,227,nan,nan
21248,3,1,medium 16 oz. cup,298,nan,nan
21249,1,1,small serving,74,nan,nan
21249,2,1,medium serving,117,nan,nan
21249,3,1,large serving,160,nan,nan
21250,1,1,sandwich,99,12,3.71
21251,1,1,item,133,nan,nan
21252,1,1,item,291,nan,nan
21253,1,1,item,316,nan,nan
21254,1,1,item,374,nan,nan
21255,1,1,item,399,nan,nan
21256,1,1,strip,36,12,5.56
21256,2,1,serving 5 pieces,173,12,34.56
21258,1,1,sandwich,220,12,14.19
21259,1,1,sandwich,199,12,9.86
21260,1,1,each taco,69,12,11.22
21261,1,1,each taco,102,12,13.70
21262,1,1,each taco,98,12,9.98
21263,1,1,item,127,nan,nan
21264,1,1,each burrito,185,12,18.15
21265,1,1,burrito,241,12,19.70
21266,1,1,item,248,nan,nan
21267,1,1,item,248,nan,nan
21268,1,1,serving,80,12,11.09
21269,1,1,serving,222,12,40.77
21270,1,1,item,533,nan,nan
21271,1,1,slice,96,33,17.26
21271,2,1,pizza,738,4,81.50
21272,1,1,slice,100,33,19.01
21272,2,1,pizza,728,3,21.40
21273,1,1,slice,69,36,14.14
21273,2,1,pizza,573,4,64.54
21274,1,1,slice,96,33,12.97
21274,2,1,pizza,744,4,31.90
21275,1,1,slice,96,33,18.02
21275,2,1,pizza,778,4,42.54
21276,1,1,slice,127,36,27.24
21276,2,1,pizza,1107,3,272.49
21276,3,0.50,pizza,541,1,nan
21277,1,1,slice,108,96,20.21
21277,2,1,pizza,865,12,68.35
21278,1,1,slice,118,96,25.11
21278,2,1,pizza,947,12,72.43
21279,1,1,slice,70,40,12.20
21279,2,1,pizza,540,12,51.02
21280,1,1,slice,113,96,20.03
21280,2,1,pizza,907,12,69.33
21281,1,1,slice,123,96,24.93
21281,2,1,pizza,984,12,85.68
21282,1,1,slice,151,33,24.48
21282,2,1,pizza,1224,11,101.70
21283,1,1,slice,117,27,15.63
21283,2,1,pie,938,9,46.28
21284,1,1,slice,123,27,14.48
21284,2,1,pie,1021,9,67.64
21285,1,1,slice,153,27,19.53
21285,2,1,pie,1093,9,203.35
21286,1,1,slice,87,27,16.43
21286,2,1,pie,678,9,56.30
21287,1,1,slice,89,24,22.08
21287,2,1,pie,758,8,165.43
21288,1,1,slice,90,24,16.06
21288,2,1,pie,852,8,64.87
21289,1,1,slice,115,21,29.35
21289,2,1,pie,1043,7,449.08
21290,1,1,slice,102,18,22.04
21290,2,1,pie,919,6,122.72
21291,1,1,slice,104,18,29.97
21291,2,1,pie,938,6,54.93
21292,1,1,slice,48,9,15.50
21292,2,1,pie,562,2,nan
21292,3,0.50,pie,362,1,nan
21293,1,1,slice,105,96,22.26
21293,2,1,pizza,841,12,106.99
21294,1,1,slice,112,96,20.39
21294,2,1,pizza,897,12,90.51
21295,1,1,slice,79,96,15.82
21295,2,1,pizza,641,12,77.41
21296,1,1,slice,110,96,23.17
21296,2,1,pizza,883,12,129.33
21297,1,1,slice,113,96,21.17
21297,2,1,pizza,909,12,94.97
21298,1,1,slice,123,36,36.34
21298,2,1,pizza,1313,12,145.90
21299,1,1,slice,107,192,21.26
21299,2,1,pizza,853,24,88.61
21300,1,1,slice,115,192,23.02
21300,2,1,pizza,922,24,84.09
21301,1,1,slice,76,136,15.47
21301,2,1,pizza,590,24,82.45
21302,1,1,slice,111,192,21.65
21302,2,1,pizza,895,24,102.21
21303,1,1,slice,118,192,23.62
21303,2,1,pizza,946,24,96.35
21304,1,1,slice,136,117,nan
21304,2,1,pie,1168,39,nan
21305,1,1,item,199,nan,nan
21306,1,1,item,135,nan,nan
21307,1,1,item 6.1 oz,174,nan,nan
21309,1,4,pieces,64,1,nan
21309,2,6,pieces,95,1,nan
21309,3,10,pieces,159,1,nan
21319,1,1,serving 1 patty,53,12,3.80
21321,1,3,hotcakes 5.3 oz,149,nan,nan
21327,1,1,item 5.8 oz,165,nan,nan
21328,1,1,item,135,nan,nan
21329,1,1,item 7 oz,199,nan,nan
21333,1,1,item (3.2 oz),90,nan,nan
21334,1,1,item (6.3 oz),178,nan,nan
21335,1,1,item (6.4 oz),182,nan,nan
21336,1,1,item (6.3 oz),179,nan,nan
21338,1,1,regular (12 fl oz),348,nan,nan
21338,2,1,large (16 fl oz),504,nan,nan
21339,1,1,regular (12 fl oz),337,nan,nan
21339,2,1,large (16 fl oz),487,nan,nan
21340,1,1,burrito,109,12,10.24
21341,1,1,item 9.5 oz,269,nan,nan
21344,1,1,sandwich,155,12,5.51
21345,1,1,item,280,nan,nan
21350,1,1,item,200,nan,nan
21355,1,1,sandwich,131,12,4.35
21356,1,1,item,138,nan,nan
21357,1,1,sandwich,126,12,6.79
21358,1,1,item 4 oz,115,nan,nan
21359,1,1,item 5.8 oz,165,nan,nan
21360,1,1,item 4.9 oz,142,nan,nan
21361,1,1,item 4.1 oz,117,nan,nan
21362,1,1,item 5.7 oz,163,nan,nan
21363,1,1,item 14.8 oz,420,nan,nan
21364,1,1,item,192,nan,nan
21365,1,1,item,221,nan,nan
21376,1,1,item 10.8 oz,305,nan,nan
21377,1,1,item 11.3 oz,319,nan,nan
21378,1,1,item 7.8 oz,223,nan,nan
21379,1,1,item 3.1 oz,87,nan,nan
21380,1,1,item 5.2 oz,149,nan,nan
21381,1,1,item,142,nan,nan
21382,1,1,item,124,nan,nan
21383,1,1,sandwich,171,12,14.68
21384,1,1,item,131,4,23.09
21385,1,1,item,110,4,3.77
21386,1,1,stick,21,8,2.73
21386,2,1,serving 5 sticks,107,nan,nan
21387,1,1,piece,5.60,11,0.43
21387,2,1,serving,160,11,27.18
21388,1,1,each,25,8,1.42
21389,1,1,item,374,nan,nan
21390,1,1,item,247,3,38.79
21393,1,1,item,205,nan,nan
21395,1,1,sandwich,155,32,8.05
21396,1,1,item,280,nan,nan
21397,1,1,sandwich,215,12,14.94
21398,1,1,item,199,nan,nan
21399,1,1,item,355,nan,nan
21400,1,1,item,219,nan,nan
21401,1,1,strip,30,64,nan
21401,2,1,serving,184,20,31.45
21410,1,1,item,219,3,4.53
21411,1,1,item,254,4,18.24
21412,1,12,fl oz cup,348,nan,nan
21413,1,12,fl oz cup,337,nan,nan
21415,1,1,biscuit,60,72,nan
21416,1,1,package,120,4,25.21
21416,2,1,cup,190,4,20.94
21417,1,1,strip,54,4,4.21
21418,1,1,strip,53,4,8.80
21419,1,1,biscuit,49,72,nan
21420,1,1,package,112,4,15.35
21420,2,1,cup,191,4,13.68
21421,1,1,strip,47,4,13.58
21422,1,1,piece,6.40,4,1.35
21422,2,10,pieces,56,4,7.18
21425,1,1,breast without skin,152,36,21.55
21425,2,1,breast bone and skin removed,115,36,24.73
21426,1,1,"drumstick, bone and skin removed",40,36,8.99
21426,2,1,"drumstick, without skin",57,36,9.61
21427,1,1,thigh without skin,86,36,13.09
21427,2,1,thigh bone and skin removed,60,36,11.76
21428,1,1,wing wing without skin,39,36,7.99
21428,2,1,wing bone and skin removed,23,36,8.54
21430,1,1,"breast, without skin",140,36,20.02
21430,2,1,"breast, bone and skin removed",121,36,22.30
21431,1,1,"drumstick, bone and skin removed",41,36,7.01
21431,2,1,"drumstick, without skin",57,36,7.99
21432,1,1,"thigh, without skin",91,36,13.24
21432,2,1,"thigh, bone and skin removed",72,36,12.39
21433,1,1,"wing, without skin",44,35,9.34
21433,2,1,"wing, bone and skin removed",29,35,8.41
21434,1,1,"breast, with skin",212,36,27.85
21434,2,1,"breast, without skin",152,36,21.55
21434,3,1,"breast, bone and skin removed",115,36,24.73
21435,1,1,"drumstick, with skin",75,36,12.28
21435,2,1,"drumstick, without skin",57,36,9.61
21435,3,1,"drumstick, bone and skin removed",40,36,8.99
21436,1,1,"thigh, with skin",135,nan,nan
21436,2,1,"thigh, without skin",86,nan,nan
21436,3,1,"thigh, bone and skin removed",60,nan,nan
21437,1,1,"wing, with skin",60,nan,nan
21437,2,1,"wing, without skin",39,nan,nan
21437,3,1,"wing, bone and skin removed",23,nan,nan
21438,1,1,"breast, with skin",212,36,27.47
21438,2,1,"breast, without skin",140,36,20.02
21438,3,1,"breast, bone and skin removed",121,36,22.30
21439,1,1,"drumstick, with skin",81,36,10.12
21439,2,1,"drumstick, without skin",57,36,7.99
21439,3,1,"drumstick, bone and skin removed",41,36,7.01
21440,1,1,"thigh, with skin",152,36,23.61
21440,2,1,"thigh, without skin",91,36,13.24
21440,3,1,"thigh, bone and skin removed",72,36,12.39
21441,1,1,"wing, with skin",68,35,11.76
21441,2,1,"wing, without skin",44,35,9.34
21441,3,1,"wing, bone and skin removed",29,35,8.41
21442,1,1,breast without skin,132,36,17.88
21442,2,1,breast bone and skin removed,99,36,19.51
21443,1,1,"drumstick, bone and skin removed",44,36,14.71
21443,2,1,"drumstick, without skin",59,36,15.37
21445,1,1,thigh thigh without skin,83,36,13.15
21445,2,1,thigh bone and skin removed,54,36,12.91
21446,1,1,"wing without skin, bone and breading",16,239,nan
21456,1,1,"breast, with skin",194,36,26.29
21456,2,1,"breast, without skin",132,36,17.88
21456,3,1,"breast, bone and skin removed",99,36,19.51
21457,1,1,"drumstick, with skin",76,36,19.56
21457,2,1,"drumstick, without skin",59,36,15.37
21457,3,1,"drumstick, bone and skin removed",44,36,14.71
21458,1,1,thigh with skin,138,nan,nan
21458,2,1,thigh without skin,83,nan,nan
21458,3,1,thigh bone and skin removed,54,nan,nan
21459,1,1,"wing, with skin",57,36,10.63
21459,2,1,"wing, without skin",35,36,7.09
21459,3,1,"wing, bone and skin removed",17,36,5.48
21461,1,1,sandwich,268,nan,nan
21462,1,1,sandwich,271,nan,nan
21463,1,1,item,149,nan,nan
21464,1,1,breast without skin,142,144,nan
21464,2,1,breast bone and skin removed,107,144,nan
21465,1,1,"drumstick, bone and skin removed",40,144,nan
21465,2,1,"drumstick, drumstick without skin",56,144,nan
21466,1,1,thigh without skin,84,144,nan
21466,2,1,thigh bone and skin removed,66,144,nan
21467,1,1,wing without skin,37,107,nan
21467,2,1,wing bone and skin removed,20,107,nan
21469,1,1,"breast, with skin",203,144,nan
21469,2,1,"breast, without skin",142,144,nan
21469,3,1,"breast, bone and skin removed",107,144,nan
21470,1,1,"drumstick, with skin",75,144,nan
21470,2,1,"drumstick, without skin",56,144,nan
21470,3,1,"drumstick, bone and skin removed",40,144,nan
21471,1,1,thigh with skin,136,144,nan
21471,2,1,thigh without skin,84,144,nan
21471,3,1,thigh bone and skin removed,66,144,nan
21472,1,1,"wing, with skin",58,143,nan
21472,2,1,"wing, without skin",37,143,nan
21472,3,1,"wing, bone and skin removed",20,143,nan
21473,1,1,slice 1/4 of pie,164,3,6.87
21473,2,1,"pie 12"" diameter",688,3,47.15
21474,1,1,slice 1/4 of pie,183,4,6.24
21474,2,1,"pie 12"" diameter",729,4,19.46
21475,1,1,slice 1/4 of pie,161,3,3.11
21475,2,1,pie 23 oz,643,3,11.28
21476,1,1,slice 1/4 of pie,179,3,7.67
21476,2,1,"pie 12"" diameter",732,3,32.63
21477,1,1,slice 1/4 of pie,207,5,17.53
21477,2,1,"pie 12"" diameter",759,5,30.68
21478,1,1,slice 1/4 of pie,145,4,23.03
21478,2,1,pie 22.1 oz,548,4,27.45
21479,1,1,slice 1/4 of pie,227,6,8.44
21479,2,1,"pie 12"" diameter",876,5,27.69
21480,1,1,slice 1/4 of pie,155,4,20.40
21480,2,1,pie 24.8 oz,595,4,29.46
21482,1,1,slice,127,192,28.70
21482,2,1,pizza,1017,24,113.43
21483,1,1,slice,88,132,21.03
21483,2,1,pizza,670,23,110.87
21484,1,1,slice,116,192,25.24
21484,2,1,pizza,932,24,115.41
21485,1,1,slice,79,132,17.71
21485,2,1,pizza,597,23,91.68
21486,1,1,each taco,102,12,13.70
21487,1,1,each taco,98,12,9.98
21488,1,1,each quesadilla,180,11,16.92
21490,1,1,sandwich,230,nan,nan
21491,1,1,slice,80,95,18.30
21491,2,1,pizza,634,11,88.65
21492,1,1,slice,79,37,16.30
21492,2,1,pizza,563,12,83.90
21493,1,1,slice,78,40,15.44
21493,2,1,pizza,597,11,64.06
21494,1,1,slice,114,96,23.33
21494,2,1,pizza,913,12,88.75
21495,1,1,slice,129,96,30.16
21495,2,1,pizza,1032,12,105.19
21496,1,1,slice,92,92,21.85
21496,2,1,pizza,737,12,102.76
21497,1,1,slice,119,96,26.89
21497,2,1,pizza,952,12,138.32
21498,1,1,slice,125,96,27.20
21498,2,1,pizza,1003,12,124.07
21505,1,1,slice,69,24,6.48
21505,2,1,pie,556,24,16.79
21506,1,1,sandwich,162,12,4.60
21507,1,1,sandwich,146,8,5.62
21508,1,1,sandwich,126,12,9.01
21509,1,1,small,91,nan,nan
21509,2,1,medium,117,nan,nan
21509,3,1,large,142,nan,nan
21510,1,1,sandwich,215,12,14.94
21511,1,1,slice 1/8 pizza,117,nan,nan
21511,2,1,pizza whole,937,12,64.05
21512,1,1,slice,117,nan,nan
21512,2,1,pizza,937,12,64.05
21517,1,1,item,133,8,9.37
21518,1,1,item,123,12,9.61
21519,1,1,burrito,109,12,10.24
21520,1,1,breadstick,43,140,nan
21521,1,12,fl oz,347,1,nan
21522,1,1,biscuit regular size biscuit,132,3,6.25
21523,1,1,wrap,133,8,9.37
21524,1,1,wrap,123,12,9.61
21525,1,1,breadstick,43,140,nan
21526,1,1,sandwich,187,40,nan
21527,1,1,sandwich,149,26,nan
21600,1,1,"piece 4""x6""",130,nan,nan
21601,1,1,slice per 1/10 pizza,124,nan,nan
21601,2,1,slice per 1/8 pizza,155,nan,nan
21602,1,1,"piece 4""x6""",127,nan,nan
21603,1,1,slice per 1/10 pizza,124,nan,nan
21603,2,1,slice per 1/8 pizza,156,nan,nan
21604,1,1,"piece 4"" x 6""",133,1,nan
21605,1,1,slice per 1/10 pizza,129,nan,nan
21610,1,1,patty,86,2,nan
21611,1,5,pieces,88,6,8.43
22247,1,1,serving,244,nan,nan
22401,1,1,serving,283,nan,nan
22401,2,1,oz,28.35,nan,nan
22402,1,1,serving,269,nan,nan
22402,2,1,oz,28.35,nan,nan
22522,1,1,serving (1 cup),252,1,nan
22528,1,1,package yields,397,nan,nan
22528,2,1,serving,397,nan,nan
22529,1,1,"pie, cooked (average weight)",268,nan,nan
22535,1,1,serving (1 hot pocket),127,nan,nan
22537,1,1,serving (1 hot pocket),127,nan,nan
22537,2,1,package yields,256,nan,nan
22899,1,1,cup,242,2,nan
22900,1,1,cup,262,14,12.96
22901,1,0.75,cup,81,nan,nan
22902,1,1,"slice 1/8 of 12"" pizza",103,5,17.53
22902,2,1,"slice 1/8 of 14"" pizza",127,192,28.70
22903,1,0.25,"pizza 12"" diameter",127,10,19.26
22903,2,1,"pizza 12"" diameter",532,10,77.59
22904,1,1,cup,242,6,5.19
22905,1,1,cup (1 serving),196,4,5.39
22906,1,1,pie,302,24,124.95
22908,1,1,cup,236,1,nan
22910,1,1,cup 1 serving,225,nan,nan
22911,1,1,cup,240,nan,nan
22912,1,1,cup,246,35,6.91
22912,2,1,can,411,35,5.67
22914,1,1,serving (1 NLEA serving),252,4,0
22914,2,1,cup,238,20,5.59
22915,1,1,package,309,nan,nan
22915,2,1,oz,28.35,nan,nan
22916,1,1,piece side,134,48,26.18
22916,2,1,piece corner,115,48,21.94
22916,3,1,piece center,278,2,nan
22917,1,1,burrito frozen,139,73,13.59
22917,2,1,oz,28.35,nan,nan
22918,1,1,burrito,129,9,16.20
22919,1,7.50,oz 1 serving,213,nan,nan
22928,1,1,burrito cooked,116,72,15.02
22928,2,1,oz,28.35,nan,nan
22953,1,1,roll,85,3,8.40
22953,2,1,oz,28.35,nan,nan
22954,1,1,roll,80,3,8.79
22954,2,1,oz,28.35,nan,nan
22955,1,1,egg roll,68,7,17.68
22955,2,1,oz,28.35,nan,nan
22956,1,1,serving,227,12,24.07
22956,2,1,cup,226,2,nan
22956,3,1,oz,28.35,nan,nan
22957,1,1,serving,385,37,61.04
22957,2,1,package,422,37,64.96
22957,3,1,oz,28.35,nan,nan
22958,1,1,bowl,340,12,21.95
22959,1,1,serving (makes about 1 cup prepared),70,nan,nan
22960,1,1,cup,198,24,9.39
22961,1,1,hot pocket (1 NLEA serving),127,nan,nan
22962,1,1,hot pocket (1 NLEA serving),127,nan,nan
22962,2,1,each (analytical measurement),129,12,6.35
22963,1,1,each,128,15,3.78
22969,1,1,cup,244,9,8.44
22969,2,1,container,422,9,4.85
22970,1,1,cup,137,14,26.09
22970,2,1,container (mean weight over brands),283,14,51.32
22971,1,0.50,cup,125,6,2.64
22972,1,1,cup,249,11,10.41
22973,1,1,corndog,78,19,5.55
22973,2,1,corndog mini,17,2,nan
22974,1,1,serving,87,22,3.96
22974,2,1,piece,18,12,0.76
22975,1,1,serving,82,9,4.53
22975,2,1,piece,20,9,2.10
22976,1,1,cup,159,22,12.21
22977,1,1,piece side,123,48,26.37
22977,2,1,piece corner,114,48,32
22977,3,1,piece center,255,2,nan
22978,1,1,piece,21,24,7.42
22998,1,0.33,cup,56,12,3.98
22998,2,1,tbsp,10.20,12,2.33
22999,1,1,cup,233,12,13.45
23000,1,4,oz,113,nan,nan
23000,2,1,steak,369,1,nan
23000,3,1,roast,1159,1,nan
23001,1,4,oz,113,nan,nan
23001,2,1,steak,534,36,30.73
23002,1,3,oz,85,nan,nan
23002,2,1,steak,421,36,31.38
23003,1,4,oz,113,nan,nan
23003,2,1,steak,526,12,32.61
23004,1,3,oz,85,nan,nan
23004,2,1,steak,426,12,33.68
23005,1,4,oz,113,nan,nan
23005,2,1,steak,460,36,31.97
23006,1,3,oz,85,nan,nan
23006,2,1,steak,363,36,28.19
23007,1,4,oz,113,nan,nan
23007,2,1,steak,458,12,36.71
23008,1,3,oz,85,nan,nan
23008,2,1,steak,368,12,27.39
23030,1,4,oz,113,nan,nan
23030,2,1,steak,191,6,31.97
23031,1,3,oz,85,nan,22.92
23031,2,1,steak,141,6,nan
23032,1,4,oz,113,nan,nan
23032,2,1,steak,200,4,55.27
23033,1,3,oz,85,nan,nan
23033,2,1,steak,174,4,15.26
23034,1,4,oz,113,nan,2.47
23034,2,1,medallion,40,6,nan
23035,1,3,oz,85,nan,2.21
23035,2,1,medallion,30,6,nan
23036,1,4,oz,113,nan,0.09
23036,2,1,medallion,44,3,nan
23037,1,4,oz,113,nan,nan
23037,2,1,steak,246,6,19.31
23038,1,1,serving (3 oz),85,nan,nan
23038,2,1,steak,188,6,19.01
23039,1,4,oz,113,nan,nan
23039,2,1,steak,233,4,17.07
23040,1,3,oz,85,nan,18.28
23040,2,1,steak,179,4,nan
23041,1,4,oz,113,nan,nan
23041,2,1,steak,254,6,32.63
23042,1,3,oz,85,nan,nan
23042,2,1,steak,193,6,27.40
23043,1,4,oz,113,nan,nan
23043,2,1,steak,243,4,29.15
23044,1,3,oz,85,nan,nan
23044,2,1,steak,186,4,27.71
23045,1,4,oz,113,nan,nan
23045,2,1,steak,209,6,62.14
23046,1,3,oz,85,nan,nan
23046,2,1,steak,156,6,39.84
23047,1,4,oz,113,nan,nan
23047,2,1,steak,203,4,27.31
23048,1,3,oz,85,nan,nan
23048,2,1,steak,160,4,18.14
23049,1,4,oz,113,nan,nan
23049,2,1,steak,293,6,20.98
23050,1,3,oz,85,nan,nan
23050,2,1,steak,225,6,20.65
23051,1,4,oz,113,nan,nan
23051,2,1,steak,324,4,7.10
23052,1,3,oz,85,nan,nan
23052,2,1,steak,253,4,10.28
23053,1,4,oz,113,nan,3.09
23054,1,3,oz,85,nan,2.64
23054,2,1,medallion,32,10,nan
23055,1,4,oz,113,nan,nan
23055,2,1,steak,207,7,41.68
23056,1,3,oz,85,nan,nan
23056,2,1,steak,168,7,14.22
23057,1,4,oz,113,nan,nan
23057,2,1,steak,241,10,18.65
23058,1,3,oz,85,nan,nan
23058,2,1,steak,184,10,18.23
23059,1,4,oz,113,nan,nan
23059,2,1,steak,250,10,30.06
23060,1,3,oz,85,nan,nan
23060,2,1,steak,190,10,26.22
23061,1,4,oz,113,nan,nan
23061,2,1,steak,197,13,46.54
23062,1,3,oz,85,nan,31.96
23062,2,1,steak,150,13,nan
23063,1,3,oz,85,nan,nan
23063,2,1,steak,305,10,22.75
23064,1,3,oz,85,nan,nan
23064,2,1,steak,236,10,22.08
23065,1,3,oz,85,nan,1.50
