,NDB_No,Factor_Code
0,02001,A0113
1,02001,A1272
2,02001,B1356
3,02001,C0140
4,02001,E0106
5,02001,F0003
6,02001,G0003
7,02001,H0138
8,02001,J0141
9,02001,J0170
10,02001,K0003
11,02001,M0001
12,02001,N0001
13,02001,P0024
14,02002,A0113
15,02002,A1272
16,02002,B1296
17,02002,C0167
18,02002,E0150
19,02002,F0003
20,02002,G0003
21,02002,H0138
22,02002,J0117
23,02002,K0003
24,02002,M0001
25,02002,N0001
26,02002,P0024
27,02003,A0113
28,02003,A1272
29,02003,B1158
30,02003,C0200
31,02003,E0151
32,02003,F0003
33,02003,G0003
34,02003,H0138
35,02003,J0144
36,02003,K0003
37,02003,M0001
38,02003,N0001
39,02003,P0024
40,02004,A0113
41,02004,A1272
42,02004,B1197
43,02004,C0200
44,02004,E0151
45,02004,F0003
46,02004,G0003
47,02004,H0138
48,02004,J0141
49,02004,K0003
50,02004,M0001
51,02004,N0001
52,02004,P0024
53,02005,A0113
54,02005,A1272
55,02005,B1549
56,02005,C0167
57,02005,E0150
58,02005,F0003
59,02005,G0003
60,02005,H0138
61,02005,J0141
62,02005,K0003
63,02005,M0001
64,02005,N0001
65,02005,P0024
66,02006,A0113
67,02006,A1272
68,02006,B1665
69,02006,C0167
70,02006,E0151
71,02006,F0003
72,02006,G0003
73,02006,H0138
74,02006,J0117
75,02006,K0003
76,02006,M0001
77,02006,N0001
78,02006,P0024
79,02007,A0113
80,02007,A1272
81,02007,B1282
82,02007,C0167
83,02007,E0150
84,02007,F0003
85,02007,G0003
86,02007,H0138
87,02007,J0141
88,02007,K0003
89,02007,M0001
90,02007,N0001
91,02007,P0024
92,02008,A0113
93,02008,A1272
94,02008,B1444
95,02008,C0200
96,02008,E0151
97,02008,F0003
98,02008,G0003
99,02008,H0138
100,02008,J0117
101,02008,K0003
102,02008,M0001
103,02008,N0001
104,02008,P0024
105,02009,A0113
106,02009,A1272
107,02009,B1643
108,02009,C0167
109,02009,E0106
110,02009,F0003
111,02009,G0003
112,02009,H0138
113,02009,H0229
114,02009,J0117
115,02009,K0003
116,02009,M0001
117,02009,N0001
118,02009,P0024
119,02010,A0113
120,02010,A1272
121,02010,B1472
122,02010,C0264
123,02010,E0106
124,02010,F0003
125,02010,G0003
126,02010,H0138
127,02010,J0141
128,02010,K0003
129,02010,M0001
130,02010,N0001
131,02010,P0024
132,02011,A0113
133,02011,A1272
134,02011,B1255
135,02011,C0289
136,02011,E0106
137,02011,F0003
138,02011,G0003
139,02011,H0138
140,02011,J0141
141,02011,K0003
142,02011,M0001
143,02011,N0001
144,02011,P0024
145,02012,A0113
146,02012,A1272
147,02012,B1381
148,02012,C0200
149,02012,E0151
150,02012,F0003
151,02012,G0003
152,02012,H0138
153,02012,J0117
154,02012,K0003
155,02012,M0001
156,02012,N0001
157,02012,P0024
158,02013,A0113
159,02013,A1272
160,02013,B1381
161,02013,C0167
162,02013,E0151
163,02013,F0003
164,02013,G0003
165,02013,H0138
166,02013,J0117
167,02013,K0003
168,02013,M0001
169,02013,N0001
170,02013,P0024
171,02014,A0113
172,02014,A1272
173,02014,B1274
174,02014,C0167
175,02014,E0151
176,02014,F0003
177,02014,G0003
178,02014,H0138
179,02014,J0141
180,02014,K0003
181,02014,M0001
182,02014,N0001
183,02014,P0024
184,02015,A0113
185,02015,A1272
186,02015,B1381
187,02015,C0167
188,02015,E0106
189,02015,F0003
190,02015,G0003
191,02015,H0138
192,02015,H0151
193,02015,J0141
194,02015,K0003
195,02015,M0001
196,02015,N0001
197,02015,P0024
198,02016,A0113
199,02016,A1272
200,02016,B1277
201,02016,C0167
202,02016,E0150
203,02016,F0003
204,02016,G0003
205,02016,H0138
206,02016,J0117
207,02016,K0003
208,02016,M0001
209,02016,N0001
210,02016,P0024
211,02017,A0113
212,02017,A1272
213,02017,B1277
214,02017,C0200
215,02017,E0151
216,02017,F0003
217,02017,G0003
218,02017,H0138
219,02017,J0117
220,02017,K0003
221,02017,M0001
222,02017,N0001
223,02017,P0024
224,02018,A0113
225,02018,A1272
226,02018,B1262
227,02018,C0167
228,02018,E0150
229,02018,F0003
230,02018,G0003
231,02018,H0138
232,02018,J0117
233,02018,K0003
234,02018,M0001
235,02018,N0001
236,02018,P0024
237,02019,A0113
238,02019,A1272
239,02019,B1696
240,02019,C0155
241,02019,E0150
242,02019,F0003
243,02019,G0003
244,02019,H0138
245,02019,J0117
246,02019,K0003
247,02019,M0001
248,02019,N0001
249,02019,P0024
250,02020,A0113
251,02020,A1272
252,02020,B1233
253,02020,C0240
254,02020,E0106
255,02020,F0003
256,02020,G0003
257,02020,H0138
258,02020,J0117
259,02020,K0003
260,02020,M0001
261,02020,N0001
262,02020,P0024
263,02021,A0113
264,02021,A1272
265,02021,B1265
266,02021,C0238
267,02021,E0106
268,02021,F0003
269,02021,G0003
270,02021,H0138
271,02021,J0117
272,02021,K0003
273,02021,M0001
274,02021,N0001
275,02021,P0024
276,02022,A0113
277,02022,A1272
278,02022,B1321
279,02022,C0167
280,02022,E0106
281,02022,F0003
282,02022,G0003
283,02022,H0138
284,02022,J0117
285,02022,K0003
286,02022,M0001
287,02022,N0001
288,02022,P0024
289,02023,A0113
290,02023,A1272
291,02023,B1609
292,02023,C0200
293,02023,E0151
294,02023,F0003
295,02023,G0003
296,02023,H0138
297,02023,J0117
298,02023,K0003
299,02023,M0001
300,02023,N0001
301,02023,P0024
302,02024,A0113
303,02024,A1272
304,02024,B2069
305,02024,C0132
306,02024,E0106
307,02024,F0003
308,02024,G0003
309,02024,H0138
310,02024,J0117
311,02024,K0003
312,02024,M0001
313,02024,N0001
314,02024,P0024
315,02025,A0113
316,02025,A1272
317,02025,B1214
318,02025,C0132
319,02025,E0106
320,02025,F0003
321,02025,G0003
322,02025,H0138
323,02025,J0117
324,02025,K0003
325,02025,M0001
326,02025,N0001
327,02025,P0024
328,02026,A0113
329,02026,A1272
330,02026,B1300
331,02026,C0240
332,02026,E0106
333,02026,F0003
334,02026,G0003
335,02026,H0138
336,02026,J0144
337,02026,K0003
338,02026,M0001
339,02026,N0001
340,02026,P0024
341,02027,A0113
342,02027,A1272
343,02027,B1542
344,02027,C0200
345,02027,E0151
346,02027,F0003
347,02027,G0003
348,02027,H0138
349,02027,J0117
350,02027,K0003
351,02027,M0001
352,02027,N0001
353,02027,P0024
354,02028,A0113
355,02028,A1272
356,02028,B1353
357,02028,C0139
358,02028,E0106
359,02028,F0003
360,02028,G0003
361,02028,H0138
362,02028,J0116
363,02028,K0003
364,02028,M0001
365,02028,N0001
366,02028,P0024
367,02029,A0113
368,02029,A1272
369,02029,B1550
370,02029,C0200
371,02029,E0151
372,02029,F0003
373,02029,G0003
374,02029,H0138
375,02029,J0117
376,02029,K0003
377,02029,M0001
378,02029,N0001
379,02029,P0024
380,02030,A0113
381,02030,A1272
382,02030,B1191
383,02030,C0140
384,02030,E0151
385,02030,F0003
386,02030,G0003
387,02030,H0138
388,02030,J0141
389,02030,K0003
390,02030,M0001
391,02030,N0001
392,02030,P0024
393,02031,A0113
394,02031,A1272
395,02031,B1643
396,02031,C0140
397,02031,E0106
398,02031,F0003
399,02031,G0003
400,02031,H0138
401,02031,J0141
402,02031,K0003
403,02031,M0001
404,02031,N0001
405,02031,P0024
406,02032,A0113
407,02032,A1272
408,02032,B1141
409,02032,C0230
410,02032,E0106
411,02032,F0003
412,02032,G0003
413,02032,H0138
414,02032,J0141
415,02032,K0003
416,02032,M0001
417,02032,N0001
418,02032,P0024
419,02033,A0113
420,02033,A1272
421,02033,B1515
422,02033,C0133
423,02033,E0150
424,02033,F0003
425,02033,G0003
426,02033,H0138
427,02033,J0117
428,02033,K0003
429,02033,M0001
430,02033,N0001
431,02033,P0024
432,02034,A0113
433,02034,A1272
434,02034,B1141
435,02034,C0230
436,02034,E0106
437,02034,F0003
438,02034,G0003
439,02034,H0138
440,02034,H0229
441,02034,J0141
442,02034,K0003
443,02034,M0001
444,02034,N0001
445,02034,P0024
446,02035,A0113
447,02035,A1272
448,02035,B1472
449,02035,C0264
450,02035,E0106
451,02035,F0003
452,02035,G0003
453,02035,H0138
454,02035,H0151
455,02035,J0141
456,02035,K0003
457,02035,M0001
458,02035,N0001
459,02035,P0024
460,02036,A0113
461,02036,A1272
462,02036,B1495
463,02036,C0200
464,02036,E0151
465,02036,F0003
466,02036,G0003
467,02036,H0138
468,02036,J0117
469,02036,K0003
470,02036,M0001
471,02036,N0001
472,02036,P0024
473,02037,A0113
474,02037,A1272
475,02037,B1459
476,02037,C0277
477,02037,E0151
478,02037,F0003
479,02037,G0003
480,02037,H0138
481,02037,J0117
482,02037,K0003
483,02037,M0001
484,02037,N0001
485,02037,P0024
486,02038,A0113
487,02038,A1272
488,02038,B1303
489,02038,C0200
490,02038,E0106
491,02038,F0003
492,02038,G0003
493,02038,H0138
494,02038,J0141
495,02038,K0003
496,02038,M0001
497,02038,N0001
498,02038,P0024
499,02039,A0113
500,02039,A1272
501,02039,B1123
502,02039,C0200
503,02039,E0106
504,02039,F0003
505,02039,G0003
506,02039,H0138
507,02039,J0117
508,02039,K0003
509,02039,M0001
510,02039,N0001
511,02039,P0024
512,02041,A0113
513,02041,A1272
514,02041,B1469
515,02041,C0200
516,02041,E0151
517,02041,F0003
518,02041,G0003
519,02041,H0138
520,02041,J0117
521,02041,K0003
522,02041,M0001
523,02041,N0001
524,02041,P0024
525,02042,A0113
526,02042,A1272
527,02042,B1199
528,02042,C0200
529,02042,E0151
530,02042,F0003
531,02042,G0003
532,02042,H0138
533,02042,J0117
534,02042,K0003
535,02042,M0001
536,02042,N0001
537,02042,P0024
538,02043,A0113
539,02043,A1272
540,02043,B1425
541,02043,C0238
542,02043,E0106
543,02043,F0014
544,02043,G0003
545,02043,H0138
546,02043,J0141
547,02043,J0170
548,02043,K0003
549,02043,M0001
550,02043,N0001
551,02043,P0024
552,02044,A1272
553,02044,B1158
554,02044,C0200
555,02044,E0151
556,02044,F0003
557,02044,G0003
558,02044,H0001
559,02044,J0001
560,02044,K0001
561,02044,M0001
562,02044,N0001
563,02044,P0024
564,02044,R0001
565,02045,A1272
566,02045,B1277
567,02045,C0200
568,02045,E0151
569,02045,F0003
570,02045,G0003
571,02045,H0001
572,02045,J0001
573,02045,K0001
574,02045,M0001
575,02045,N0001
576,02045,P0024
577,02045,R0001
578,02047,A0134
579,02047,A1272
580,02047,B1655
581,02047,C0005
582,02047,E0143
583,02047,F0003
584,02047,G0003
585,02047,H0138
586,02047,J0116
587,02047,K0003
588,02047,M0001
589,02047,N0001
590,02047,P0024
591,02048,A0302
592,02048,A1272
593,02048,B1245
594,02048,C0167
595,02048,E0123
596,02048,F0014
597,02048,G0003
598,02048,H0123
599,02048,J0104
600,02048,K0003
601,02048,M0001
602,02048,N0001
603,02048,P0024
604,02049,A1272
605,02049,B1199
606,02049,C0200
607,02049,E0151
608,02049,F0003
609,02049,G0003
610,02049,H0001
611,02049,J0001
612,02049,K0001
613,02049,M0001
614,02049,N0001
615,02049,P0024
616,02049,R0001
617,02053,A0302
618,02053,A1272
619,02053,B3324
620,02053,C0005
621,02053,E0123
622,02053,F0014
623,02053,G0003
624,02053,H0123
625,02053,J0104
626,02053,K0003
627,02053,M0001
628,02053,N0001
629,02053,P0024
630,02063,A1272
631,02063,B1495
632,02063,C0200
633,02063,E0151
634,02063,F0003
635,02063,G0003
636,02063,H0001
637,02063,J0001
638,02063,K0001
639,02063,M0001
640,02063,N0001
641,02063,P0024
642,02063,R0001
643,02064,A1272
644,02064,B1449
645,02064,C0200
646,02064,E0151
647,02064,F0003
648,02064,G0003
649,02064,H0001
650,02064,J0001
651,02064,K0001
652,02064,M0001
653,02064,N0001
654,02064,P0024
655,02064,R0001
656,02065,A1272
657,02065,B1434
658,02065,C0200
659,02065,E0151
660,02065,F0003
661,02065,G0003
662,02065,H0001
663,02065,J0001
664,02065,K0001
665,02065,M0001
666,02065,N0001
667,02065,P0024
668,02065,R0001
669,02066,A0113
670,02066,A1272
671,02066,B1199
672,02066,C0200
673,02066,E0151
674,02066,F0003
675,02066,G0003
676,02066,H0138
677,02066,J0117
678,02066,K0003
679,02066,M0001
680,02066,N0001
681,02066,P0024
682,02068,A0302
683,02068,A1272
684,02068,B1329
685,02068,C0167
686,02068,E0123
687,02068,F0014
688,02068,G0003
689,02068,H0123
690,02068,J0104
691,02068,K0003
692,02068,M0001
693,02068,N0001
694,02068,P0024
695,02069,A0302
696,02069,A1272
697,02069,B1329
698,02069,C0300
699,02069,E0123
700,02069,F0014
701,02069,G0003
702,02069,H0123
703,02069,J0104
704,02069,K0003
705,02069,M0001
706,02069,N0001
707,02069,P0024
708,05001,A0273
709,05001,A1275
710,05001,B1198
711,05001,C0105
712,05001,E0151
713,05001,F0003
714,05001,G0003
715,05001,H0003
716,05001,J0001
717,05001,K0003
718,05001,M0001
719,05001,N0001
720,05001,P0024
721,05001,Z0003
722,05002,A0273
723,05002,A1275
724,05002,B1198
725,05002,C0105
726,05002,E0151
727,05002,F0014
728,05002,G0025
729,05002,H0181
730,05002,H0184
731,05002,H0185
732,05002,H0188
733,05002,H0248
734,05002,H0309
735,05002,H0310
736,05002,H0311
737,05002,H0319
738,05002,H0334
739,05002,J0001
740,05002,K0003
741,05002,M0001
742,05002,N0001
743,05002,P0024
744,05002,Z0003
745,05003,A0273
746,05003,A1275
747,05003,B1198
748,05003,C0105
749,05003,E0151
750,05003,F0014
751,05003,G0025
752,05003,H0319
753,05003,H0334
754,05003,J0001
755,05003,K0003
756,05003,M0001
757,05003,N0001
758,05003,P0024
759,05003,Z0003
760,05004,A0273
761,05004,A1275
762,05004,B1198
763,05004,C0105
764,05004,E0151
765,05004,F0014
766,05004,G0005
767,05004,H0003
768,05004,J0001
769,05004,K0003
770,05004,M0001
771,05004,N0001
772,05004,P0024
773,05004,Z0003
774,05005,A0273
775,05005,A1275
776,05005,B1198
777,05005,C0105
778,05005,E0151
779,05005,F0014
780,05005,G0020
781,05005,H0003
782,05005,J0001
783,05005,K0003
784,05005,M0001
785,05005,N0001
786,05005,P0024
787,05005,Z0003
788,05006,A0273
789,05006,A1275
790,05006,B1198
791,05006,C0152
792,05006,E0150
793,05006,F0003
794,05006,G0003
795,05006,H0003
796,05006,J0001
797,05006,K0003
798,05006,M0001
799,05006,N0001
800,05006,P0024
801,05006,Z0003
802,05007,A0273
803,05007,A1275
804,05007,B1198
805,05007,C0267
806,05007,E0152
807,05007,F0014
808,05007,G0025
809,05007,H0181
810,05007,H0184
811,05007,H0185
812,05007,H0188
813,05007,H0194
814,05007,H0248
815,05007,H0309
816,05007,H0310
817,05007,H0311
818,05007,H0334
819,05007,K0003
820,05007,M0001
821,05007,N0001
822,05007,P0024
823,05007,Z0003
824,05008,A0273
825,05008,A1275
826,05008,B1198
827,05008,C0267
828,05008,E0152
829,05008,F0014
830,05008,G0025
831,05008,H0319
832,05008,H0334
833,05008,J0001
834,05008,K0003
835,05008,M0001
836,05008,N0001
837,05008,P0024
838,05008,Z0003
839,05009,A0273
840,05009,A1275
841,05009,B1198
842,05009,C0267
843,05009,E0152
844,05009,F0014
845,05009,G0005
846,05009,H0003
847,05009,J0001
848,05009,K0003
849,05009,M0001
850,05009,N0001
851,05009,P0024
852,05009,Z0003
853,05010,A0273
854,05010,A1275
855,05010,B1198
856,05010,C0267
857,05010,E0152
858,05010,F0014
859,05010,G0020
860,05010,H0003
861,05010,J0001
862,05010,K0003
863,05010,M0001
864,05010,N0001
865,05010,P0024
866,05010,Z0003
867,05011,A0273
868,05011,A1275
869,05011,B1198
870,05011,C0268
871,05011,E0152
872,05011,F0003
873,05011,G0003
874,05011,H0247
875,05011,J0001
876,05011,K0003
877,05011,M0001
878,05011,N0001
879,05011,P0024
880,05011,Z0003
881,05012,A0273
882,05012,A1275
883,05012,B1198
884,05012,C0268
885,05012,E0152
886,05012,F0014
887,05012,G0025
888,05012,H0334
889,05012,J0001
890,05012,K0003
891,05012,M0001
892,05012,N0001
893,05012,P0024
894,05012,Z0003
895,05013,A0273
896,05013,A1275
897,05013,B1198
898,05013,C0268
899,05013,E0152
900,05013,F0014
901,05013,G0005
902,05013,H0003
903,05013,J0001
904,05013,K0003
905,05013,M0001
906,05013,N0001
907,05013,P0024
908,05013,Z0003
909,05014,A0273
910,05014,A1275
911,05014,B1198
912,05014,C0268
913,05014,E0152
914,05014,F0014
915,05014,G0020
916,05014,H0003
917,05014,J0001
918,05014,K0003
919,05014,M0001
920,05014,N0001
921,05014,P0024
922,05014,Z0003
923,05015,A0273
924,05015,A1275
925,05015,B1198
926,05015,C0193
927,05015,E0150
928,05015,F0003
929,05015,G0003
930,05015,H0003
931,05015,J0001
932,05015,K0003
933,05015,M0001
934,05015,N0001
935,05015,P0024
936,05016,A0273
937,05016,A1275
938,05016,B1198
939,05016,C0193
940,05016,E0150
941,05016,F0014
942,05016,G0025
943,05016,H0181
944,05016,H0184
945,05016,H0185
946,05016,H0188
947,05016,H0194
948,05016,H0248
949,05016,H0309
950,05016,H0310
951,05016,H0311
952,05016,H0319
953,05016,H0334
954,05016,J0001
955,05016,K0003
956,05016,M0001
957,05016,N0001
958,05016,P0024
959,05017,A0273
960,05017,A1275
961,05017,B1198
962,05017,C0193
963,05017,E0150
964,05017,F0014
965,05017,G0025
966,05017,H0319
967,05017,H0334
968,05017,J0001
969,05017,K0003
970,05017,M0001
971,05017,N0001
972,05017,P0024
973,05018,A0273
974,05018,A1275
975,05018,B1198
976,05018,C0193
977,05018,E0150
978,05018,F0014
979,05018,G0005
980,05018,H0003
981,05018,J0001
982,05018,K0003
983,05018,M0001
984,05018,N0001
985,05018,P0024
986,05019,A0273
987,05019,A1275
988,05019,B1198
989,05019,C0193
990,05019,E0150
991,05019,F0014
992,05019,G0020
993,05019,H0003
994,05019,J0001
995,05019,K0003
996,05019,M0001
997,05019,N0001
998,05019,P0024
999,05020,A0273
1000,05020,A1275
1001,05020,B1198
1002,05020,C0218
1003,05020,E0150
1004,05020,F0003
1005,05020,G0003
1006,05020,H0003
1007,05020,J0001
1008,05020,K0003
1009,05020,M0001
1010,05020,N0001
1011,05020,P0024
1012,05021,A0273
1013,05021,A1275
1014,05021,B1198
1015,05021,C0218
1016,05021,E0150
1017,05021,F0014
1018,05021,G0025
1019,05021,H0319
1020,05021,H0334
1021,05021,J0001
1022,05021,K0003
1023,05021,M0001
1024,05021,N0001
1025,05021,P0024
1026,05022,A0273
1027,05022,A1275
1028,05022,B1198
1029,05022,C0218
1030,05022,E0150
1031,05022,F0014
1032,05022,G0020
1033,05022,H0003
1034,05022,J0001
1035,05022,K0003
1036,05022,M0001
1037,05022,N0001
1038,05022,P0024
1039,05023,A0273
1040,05023,A1275
1041,05023,B1457
1042,05023,C0124
1043,05023,E0150
1044,05023,F0003
1045,05023,G0003
1046,05023,H0003
1047,05023,J0001
1048,05023,K0003
1049,05023,M0001
1050,05023,N0001
1051,05023,P0024
1052,05024,A0273
1053,05024,A1275
1054,05024,B1457
1055,05024,C0124
1056,05024,E0150
1057,05024,F0014
1058,05024,G0020
1059,05024,H0003
1060,05024,J0001
1061,05024,K0003
1062,05024,M0001
1063,05024,N0001
1064,05024,P0024
1065,05025,A0273
1066,05025,A1275
1067,05025,B1457
1068,05025,C0201
1069,05025,E0150
1070,05025,F0003
1071,05025,G0003
1072,05025,H0003
1073,05025,J0001
1074,05025,K0003
1075,05025,M0001
1076,05025,N0001
1077,05025,P0024
1078,05026,A0273
1079,05026,A1275
1080,05026,B1457
1081,05026,C0201
1082,05026,E0150
1083,05026,F0014
1084,05026,G0020
1085,05026,H0003
1086,05026,J0001
1087,05026,K0003
1088,05026,M0001
1089,05026,N0001
1090,05026,P0024
1091,05026,R0001
1092,05027,A0273
1093,05027,A1275
1094,05027,B1457
1095,05027,C0176
1096,05027,E0150
1097,05027,F0003
1098,05027,G0003
1099,05027,H0003
1100,05027,J0001
1101,05027,K0003
1102,05027,M0001
1103,05027,N0001
1104,05027,P0024
1105,05027,R0001
1106,05028,A0273
1107,05028,A1275
1108,05028,B1457
1109,05028,C0176
1110,05028,E0150
1111,05028,F0014
1112,05028,G0020
1113,05028,H0003
1114,05028,J0001
1115,05028,K0003
1116,05028,M0001
1117,05028,N0001
1118,05028,P0024
1119,05028,R0001
1120,05029,A0273
1121,05029,A1275
1122,05029,B1198
1123,05029,C0267
1124,05029,E0152
1125,05029,F0003
1126,05029,G0003
1127,05029,H0003
1128,05029,J0001
1129,05029,K0003
1130,05029,M0001
1131,05029,N0001
1132,05029,P0024
1133,05029,Z0004
1134,05030,A0273
1135,05030,A1275
1136,05030,B1198
1137,05030,C0267
1138,05030,E0152
1139,05030,F0014
1140,05030,G0025
1141,05030,H0181
1142,05030,H0184
1143,05030,H0185
1144,05030,H0188
1145,05030,H0194
1146,05030,H0248
1147,05030,H0309
1148,05030,H0310
1149,05030,H0311
1150,05030,H0319
1151,05030,H0334
1152,05030,J0001
1153,05030,K0003
1154,05030,M0001
1155,05030,N0001
1156,05030,P0024
1157,05030,Z0004
1158,05031,A0273
1159,05031,A1275
1160,05031,B1198
1161,05031,C0267
1162,05031,E0152
1163,05031,F0014
1164,05031,G0025
1165,05031,H0319
1166,05031,H0334
1167,05031,J0001
1168,05031,K0003
1169,05031,M0001
1170,05031,N0001
1171,05031,P0024
1172,05031,Z0004
1173,05032,A0273
1174,05032,A1275
1175,05032,B1198
1176,05032,C0267
1177,05032,E0152
1178,05032,F0014
1179,05032,G0005
1180,05032,H0003
1181,05032,J0001
1182,05032,K0003
1183,05032,M0001
1184,05032,N0001
1185,05032,P0024
1186,05032,Z0004
1187,05033,A0273
1188,05033,A1275
1189,05033,B1198
1190,05033,C0267
1191,05033,E0152
1192,05033,F0014
1193,05033,G0020
1194,05033,H0003
1195,05033,J0001
1196,05033,K0003
1197,05033,M0001
1198,05033,N0001
1199,05033,P0024
1200,05033,Z0004
1201,05034,A0273
1202,05034,A1275
1203,05034,B1198
1204,05034,C0267
1205,05034,E0152
1206,05034,F0003
1207,05034,G0003
1208,05034,H0003
1209,05034,J0001
1210,05034,K0003
1211,05034,M0001
1212,05034,N0001
1213,05034,P0024
1214,05034,Z0002
1215,05035,A0273
1216,05035,A1275
1217,05035,B1198
1218,05035,C0267
1219,05035,E0152
1220,05035,F0014
1221,05035,G0025
1222,05035,H0181
1223,05035,H0184
1224,05035,H0185
1225,05035,H0188
1226,05035,H0194
1227,05035,H0248
1228,05035,H0309
1229,05035,H0310
1230,05035,H0319
1231,05035,H0334
1232,05035,J0001
1233,05035,K0003
1234,05035,M0001
1235,05035,N0001
1236,05035,P0024
1237,05035,Z0002
1238,05036,A0273
1239,05036,A1275
1240,05036,B1198
1241,05036,C0267
1242,05036,E0152
1243,05036,F0014
1244,05036,G0025
1245,05036,H0319
1246,05036,H0334
1247,05036,J0001
1248,05036,K0003
1249,05036,M0001
1250,05036,N0001
1251,05036,P0024
1252,05036,Z0002
1253,05037,A0273
1254,05037,A1275
1255,05037,B1198
1256,05037,C0267
1257,05037,E0152
1258,05037,F0014
1259,05037,G0005
1260,05037,H0003
1261,05037,J0001
1262,05037,K0003
1263,05037,M0001
1264,05037,N0001
1265,05037,P0024
1266,05037,Z0002
1267,05038,A0273
1268,05038,A1275
1269,05038,B1198
1270,05038,C0267
1271,05038,E0152
1272,05038,F0014
1273,05038,G0020
1274,05038,H0003
1275,05038,J0001
1276,05038,K0003
1277,05038,M0001
1278,05038,N0001
1279,05038,P0024
1280,05038,Z0002
1281,05039,A0273
1282,05039,A1275
1283,05039,B1198
1284,05039,C0268
1285,05039,E0152
1286,05039,F0003
1287,05039,G0003
1288,05039,H0003
1289,05039,H0247
1290,05039,J0001
1291,05039,K0003
1292,05039,M0001
1293,05039,N0001
1294,05039,P0024
1295,05039,Z0004
1296,05040,A0273
1297,05040,A1275
1298,05040,B1198
1299,05040,C0268
1300,05040,E0152
1301,05040,F0014
1302,05040,G0025
1303,05040,H0334
1304,05040,J0001
1305,05040,K0003
1306,05040,M0001
1307,05040,N0001
1308,05040,P0024
1309,05040,Z0004
1310,05041,A0273
1311,05041,A1275
1312,05041,B1198
1313,05041,C0268
1314,05041,E0152
1315,05041,F0014
1316,05041,G0005
1317,05041,H0003
1318,05041,J0001
1319,05041,K0003
1320,05041,M0001
1321,05041,N0001
1322,05041,P0024
1323,05041,Z0004
1324,05042,A0273
1325,05042,A1275
1326,05042,B1198
1327,05042,C0268
1328,05042,E0152
1329,05042,F0014
1330,05042,G0020
1331,05042,H0003
1332,05042,J0001
1333,05042,K0003
1334,05042,M0001
1335,05042,N0001
1336,05042,P0024
1337,05042,Z0004
1338,05043,A0273
1339,05043,A1275
1340,05043,B1198
1341,05043,C0268
1342,05043,E0152
1343,05043,F0003
1344,05043,G0003
1345,05043,H0003
1346,05043,H0247
1347,05043,J0001
1348,05043,K0003
1349,05043,M0001
1350,05043,N0001
1351,05043,P0024
1352,05043,Z0002
1353,05044,A0273
1354,05044,A1275
1355,05044,B1198
1356,05044,C0268
1357,05044,E0150
1358,05044,F0014
1359,05044,G0025
1360,05044,H0334
1361,05044,J0001
1362,05044,K0003
1363,05044,M0001
1364,05044,N0001
1365,05044,P0024
1366,05044,Z0002
1367,05045,A0273
1368,05045,A1275
1369,05045,B1198
1370,05045,C0268
1371,05045,E0152
1372,05045,F0014
1373,05045,G0005
1374,05045,H0003
1375,05045,J0001
1376,05045,K0003
1377,05045,M0001
1378,05045,N0001
1379,05045,P0024
1380,05045,Z0002
1381,05046,A0273
1382,05046,A1275
1383,05046,B1198
1384,05046,C0268
1385,05046,E0152
1386,05046,F0014
1387,05046,G0020
1388,05046,H0003
1389,05046,J0001
1390,05046,K0003
1391,05046,M0001
1392,05046,N0001
1393,05046,P0024
1394,05046,Z0002
1395,05047,A0273
1396,05047,A1275
1397,05047,B1198
1398,05047,C0253
1399,05047,E0150
1400,05047,F0003
1401,05047,G0003
1402,05047,H0003
1403,05047,J0001
1404,05047,K0003
1405,05047,M0001
1406,05047,N0001
1407,05047,P0024
1408,05048,A0273
1409,05048,A1275
1410,05048,B1198
1411,05048,C0267
1412,05048,E0150
1413,05048,F0003
1414,05048,G0003
1415,05048,H0003
1416,05048,J0001
1417,05048,K0003
1418,05048,M0001
1419,05048,N0001
1420,05048,P0024
1421,05048,Z0002
1422,05049,A0273
1423,05049,A1275
1424,05049,B1198
1425,05049,C0267
1426,05049,E0150
1427,05049,F0014
1428,05049,G0025
1429,05049,H0181
1430,05049,H0184
1431,05049,H0185
1432,05049,H0188
1433,05049,H0194
1434,05049,H0309
1435,05049,H0310
1436,05049,H0311
1437,05049,H0319
1438,05049,H0334
1439,05049,J0001
1440,05049,K0003
1441,05049,M0001
1442,05049,N0001
1443,05049,P0024
1444,05049,Z0002
1445,05050,A0273
1446,05050,A1275
1447,05050,B1198
1448,05050,C0267
1449,05050,E0150
1450,05050,F0014
1451,05050,G0025
1452,05050,H0319
1453,05050,H0334
1454,05050,J0001
1455,05050,K0003
1456,05050,M0001
1457,05050,N0001
1458,05050,P0024
1459,05050,Z0002
1460,05051,A0273
1461,05051,A1275
1462,05051,B1198
1463,05051,C0267
1464,05051,E0150
1465,05051,F0014
1466,05051,G0005
1467,05051,H0003
1468,05051,J0001
1469,05051,K0003
1470,05051,M0001
1471,05051,N0001
1472,05051,P0024
1473,05051,Z0002
1474,05052,A0273
1475,05052,A1275
1476,05052,B1198
1477,05052,C0267
1478,05052,E0150
1479,05052,F0014
1480,05052,G0020
1481,05052,H0003
1482,05052,J0001
1483,05052,K0003
1484,05052,M0001
1485,05052,N0001
1486,05052,P0024
1487,05052,Z0002
1488,05053,A0273
1489,05053,A1275
1490,05053,B1198
1491,05053,C0268
1492,05053,E0150
1493,05053,F0003
