,NDB_No,Factor_Code
6475,09217,J0123
6476,09217,K0003
6477,09217,M0194
6478,09217,N0001
6479,09217,P0024
6480,09217,P0105
6481,09218,A0143
6482,09218,A1279
6483,09218,B1429
6484,09218,C0229
6485,09218,E0150
6486,09218,F0003
6487,09218,G0003
6488,09218,H0003
6489,09218,J0001
6490,09218,K0003
6491,09218,M0001
6492,09218,N0001
6493,09218,P0024
6494,09219,A0143
6495,09219,A1279
6496,09219,B1429
6497,09219,C0229
6498,09219,E0107
6499,09219,F0014
6500,09219,G0003
6501,09219,H0003
6502,09219,J0123
6503,09219,K0039
6504,09219,M0194
6505,09219,N0001
6506,09219,P0024
6507,09220,A0143
6508,09220,A1279
6509,09220,B1429
6510,09220,C0229
6511,09220,E0107
6512,09220,F0014
6513,09220,G0003
6514,09220,H0136
6515,09220,J0123
6516,09220,K0013
6517,09220,M0194
6518,09220,N0001
6519,09220,P0024
6520,09221,A0127
6521,09221,A1279
6522,09221,B1429
6523,09221,C0300
6524,09221,E0114
6525,09221,F0003
6526,09221,G0003
6527,09221,H0003
6528,09221,J0001
6529,09221,K0003
6530,09221,M0001
6531,09221,N0001
6532,09221,P0024
6533,09226,A0143
6534,09226,A1279
6535,09226,B1249
6536,09226,C0229
6537,09226,E0150
6538,09226,F0003
6539,09226,G0003
6540,09226,H0003
6541,09226,J0001
6542,09226,K0003
6543,09226,M0001
6544,09226,N0001
6545,09226,P0024
6546,09229,A0196
6547,09229,A1279
6548,09229,B1249
6549,09229,C0229
6550,09229,E0121
6551,09229,F0014
6552,09229,G0003
6553,09229,H0136
6554,09229,J0123
6555,09229,K0003
6556,09229,M0194
6557,09229,N0001
6558,09229,P0024
6559,09231,A0143
6560,09231,A1279
6561,09231,B1634
6562,09231,C0230
6563,09231,E0150
6564,09231,F0003
6565,09231,G0003
6566,09231,H0003
6567,09231,J0001
6568,09231,K0003
6569,09231,M0001
6570,09231,N0001
6571,09231,P0024
6572,09232,A0127
6573,09232,A1279
6574,09232,B1634
6575,09232,C0300
6576,09232,E0114
6577,09232,F0003
6578,09232,G0003
6579,09232,H0003
6580,09232,J0001
6581,09232,K0003
6582,09232,M0001
6583,09232,N0001
6584,09232,P0024
6585,09233,A0127
6586,09233,A1279
6587,09233,B1634
6588,09233,C0300
6589,09233,E0114
6590,09233,F0003
6591,09233,G0003
6592,09233,H0003
6593,09233,J0001
6594,09233,K0003
6595,09233,M0001
6596,09233,N0001
6597,09233,P0024
6598,09236,A0143
6599,09236,A1279
6600,09236,B1350
6601,09236,C0139
6602,09236,E0150
6603,09236,F0003
6604,09236,G0003
6605,09236,H0003
6606,09236,J0001
6607,09236,K0003
6608,09236,M0001
6609,09236,N0001
6610,09236,P0024
6611,09237,A0143
6612,09237,A1279
6613,09237,B1350
6614,09237,C0229
6615,09237,E0133
6616,09237,F0014
6617,09237,G0003
6618,09237,H0003
6619,09237,J0123
6620,09237,K0017
6621,09237,M0194
6622,09237,N0001
6623,09237,P0024
6624,09237,Z0220
6625,09238,A0143
6626,09238,A1279
6627,09238,B1350
6628,09238,C0229
6629,09238,E0133
6630,09238,F0014
6631,09238,G0003
6632,09238,H0003
6633,09238,J0123
6634,09238,K0039
6635,09238,M0194
6636,09238,N0001
6637,09238,P0024
6638,09238,Z0220
6639,09239,A0143
6640,09239,A1279
6641,09239,B1350
6642,09239,C0229
6643,09239,E0133
6644,09239,F0014
6645,09239,G0003
6646,09239,H0136
6647,09239,J0123
6648,09239,K0030
6649,09239,M0194
6650,09239,N0001
6651,09239,P0024
6652,09239,Z0220
6653,09240,A0143
6654,09240,A1279
6655,09240,B1350
6656,09240,C0229
6657,09240,E0133
6658,09240,F0014
6659,09240,G0003
6660,09240,H0136
6661,09240,J0123
6662,09240,K0013
6663,09240,M0194
6664,09240,N0001
6665,09240,P0024
6666,09240,Z0220
6667,09241,A0143
6668,09241,A1279
6669,09241,B1350
6670,09241,C0229
6671,09241,E0133
6672,09241,F0014
6673,09241,G0003
6674,09241,H0136
6675,09241,J0123
6676,09241,K0012
6677,09241,M0194
6678,09241,N0001
6679,09241,P0024
6680,09241,Z0220
6681,09242,A0143
6682,09242,A1279
6683,09242,B1350
6684,09242,C0229
6685,09242,E0133
6686,09242,F0014
6687,09242,G0003
6688,09242,H0136
6689,09242,J0123
6690,09242,K0024
6691,09242,M0194
6692,09242,N0001
6693,09242,P0024
6694,09242,Z0220
6695,09243,A0143
6696,09243,A1279
6697,09243,B1350
6698,09243,C0229
6699,09243,E0133
6700,09243,F0014
6701,09243,G0003
6702,09243,H0136
6703,09243,H0227
6704,09243,J0123
6705,09243,K0012
6706,09243,M0194
6707,09243,N0001
6708,09243,P0024
6709,09243,Z0220
6710,09244,A0143
6711,09244,A1279
6712,09244,B1350
6713,09244,C0213
6714,09244,E0133
6715,09244,F0001
6716,09244,G0003
6717,09244,H0138
6718,09244,J0116
6719,09244,K0003
6720,09244,M0001
6721,09244,N0001
6722,09244,P0024
6723,09245,A0143
6724,09245,A1279
6725,09245,B1350
6726,09245,C0213
6727,09245,E0133
6728,09245,F0014
6729,09245,G0020
6730,09245,H0259
6731,09245,J0001
6732,09245,K0023
6733,09245,M0001
6734,09245,N0001
6735,09245,P0024
6736,09246,A0143
6737,09246,A1279
6738,09246,B1350
6739,09246,C0229
6740,09246,E0133
6741,09246,F0001
6742,09246,G0003
6743,09246,H0138
6744,09246,J0117
6745,09246,K0003
6746,09246,M0001
6747,09246,N0001
6748,09246,P0024
6749,09247,A0143
6750,09247,A1279
6751,09247,B1350
6752,09247,C0229
6753,09247,E0133
6754,09247,F0014
6755,09247,G0020
6756,09247,H0259
6757,09247,J0001
6758,09247,K0023
6759,09247,M0001
6760,09247,N0001
6761,09247,P0024
6762,09247,P0105
6763,09248,A0143
6764,09248,A1279
6765,09248,B1350
6766,09248,C0229
6767,09248,E0133
6768,09248,F0014
6769,09248,G0020
6770,09248,H0158
6771,09248,H0259
6772,09248,J0001
6773,09248,K0023
6774,09248,M0001
6775,09248,N0001
6776,09248,P0024
6777,09250,A0143
6778,09250,A1279
6779,09250,B1350
6780,09250,C0229
6781,09250,E0124
6782,09250,F0003
6783,09250,G0003
6784,09250,H0136
6785,09250,J0136
6786,09250,K0003
6787,09250,M0001
6788,09250,N0001
6789,09250,P0024
6790,09251,A0196
6791,09251,A1279
6792,09251,B1350
6793,09251,C0213
6794,09251,E0121
6795,09251,F0014
6796,09251,G0003
6797,09251,H0001
6798,09251,J0123
6799,09251,K0003
6800,09251,M0194
6801,09251,N0001
6802,09251,P0024
6803,09251,P0173
6804,09252,A0143
6805,09252,A1279
6806,09252,B1344
6807,09252,C0139
6808,09252,E0150
6809,09252,F0003
6810,09252,G0003
6811,09252,H0003
6812,09252,J0001
6813,09252,K0003
6814,09252,M0001
6815,09252,N0001
6816,09252,P0024
6817,09253,A0143
6818,09253,A1279
6819,09253,B1344
6820,09253,C0229
6821,09253,E0133
6822,09253,F0014
6823,09253,G0003
6824,09253,H0003
6825,09253,J0123
6826,09253,K0017
6827,09253,M0194
6828,09253,N0001
6829,09253,P0024
6830,09253,Z0220
6831,09254,A0143
6832,09254,A1279
6833,09254,B1344
6834,09254,C0229
6835,09254,E0133
6836,09254,F0014
6837,09254,G0003
6838,09254,H0003
6839,09254,J0123
6840,09254,K0039
6841,09254,M0194
6842,09254,N0001
6843,09254,P0024
6844,09254,Z0220
6845,09255,A0143
6846,09255,A1279
6847,09255,B1344
6848,09255,C0229
6849,09255,E0133
6850,09255,F0014
6851,09255,G0003
6852,09255,H0136
6853,09255,J0123
6854,09255,K0030
6855,09255,M0194
6856,09255,N0001
6857,09255,P0024
6858,09255,Z0220
6859,09256,A0143
6860,09256,A1279
6861,09256,B1344
6862,09256,C0229
6863,09256,E0133
6864,09256,F0014
6865,09256,G0003
6866,09256,H0136
6867,09256,J0123
6868,09256,K0013
6869,09256,M0194
6870,09256,N0001
6871,09256,P0024
6872,09256,Z0220
6873,09257,A0143
6874,09257,A1279
6875,09257,B1344
6876,09257,C0229
6877,09257,E0133
6878,09257,F0014
6879,09257,G0003
6880,09257,H0136
6881,09257,J0123
6882,09257,K0012
6883,09257,M0194
6884,09257,N0001
6885,09257,P0024
6886,09257,Z0220
6887,09258,A0143
6888,09258,A1279
6889,09258,B1344
6890,09258,C0229
6891,09258,E0133
6892,09258,F0014
6893,09258,G0003
6894,09258,H0136
6895,09258,J0123
6896,09258,K0024
6897,09258,M0194
6898,09258,N0001
6899,09258,P0024
6900,09258,Z0220
6901,09259,A0143
6902,09259,A1279
6903,09259,B1344
6904,09259,C0213
6905,09259,E0133
6906,09259,F0001
6907,09259,G0003
6908,09259,H0138
6909,09259,H0720
6910,09259,J0116
6911,09259,K0003
6912,09259,M0001
6913,09259,N0001
6914,09259,P0024
6915,09260,A0143
6916,09260,A1279
6917,09260,B1344
6918,09260,C0213
6919,09260,E0133
6920,09260,F0014
6921,09260,G0020
6922,09260,H0259
6923,09260,H0720
6924,09260,J0001
6925,09260,M0001
6926,09260,N0001
6927,09260,P0024
6928,09260,P0105
6929,09261,A0143
6930,09261,A1279
6931,09261,B1344
6932,09261,C0213
6933,09261,E0133
6934,09261,F0014
6935,09261,G0020
6936,09261,H0136
6937,09261,H0259
6938,09261,J0001
6939,09261,M0001
6940,09261,N0001
6941,09261,P0024
6942,09262,A0196
6943,09262,A1279
6944,09262,B1344
6945,09262,C0229
6946,09262,E0121
6947,09262,F0014
6948,09262,G0003
6949,09262,H0136
6950,09262,J0123
6951,09262,K0003
6952,09262,M0194
6953,09262,N0001
6954,09262,P0024
6955,09262,P0173
6956,09263,A0143
6957,09263,A1279
6958,09263,B1447
6959,09263,C0138
6960,09263,E0150
6961,09263,F0003
6962,09263,G0003
6963,09263,H0003
6964,09263,J0001
6965,09263,K0003
6966,09263,M0001
6967,09263,N0001
6968,09263,P0024
6969,09264,A0143
6970,09264,A1279
6971,09264,B1447
6972,09264,C0138
6973,09264,E0151
6974,09264,F0001
6975,09264,G0003
6976,09264,H0138
6977,09264,J0116
6978,09264,K0003
6979,09264,M0001
6980,09264,N0001
6981,09264,P0024
6982,09265,A0143
6983,09265,A1279
6984,09265,B3329
6985,09265,C0139
6986,09265,E0150
6987,09265,F0003
6988,09265,G0003
6989,09265,H0003
6990,09265,J0001
6991,09265,K0003
6992,09265,M0001
6993,09265,N0001
6994,09265,P0024
6995,09266,A0143
6996,09266,A1279
6997,09266,B1484
6998,09266,C0229
6999,09266,E0150
7000,09266,F0003
7001,09266,G0003
7002,09266,H0003
7003,09266,J0001
7004,09266,K0003
7005,09266,M0001
7006,09266,N0001
7007,09266,P0024
7008,09267,A0143
7009,09267,A1279
7010,09267,B1484
7011,09267,C0229
7012,09267,E0152
7013,09267,F0014
7014,09267,G0003
7015,09267,H0003
7016,09267,J0123
7017,09267,K0017
7018,09267,M0194
7019,09267,N0001
7020,09267,P0024
7021,09267,Z0220
7022,09268,A0143
7023,09268,A1279
7024,09268,B1484
7025,09268,C0229
7026,09268,E0152
7027,09268,F0014
7028,09268,G0003
7029,09268,H0003
7030,09268,J0123
7031,09268,K0039
7032,09268,M0194
7033,09268,N0001
7034,09268,P0024
7035,09268,Z0220
7036,09269,A0143
7037,09269,A1279
7038,09269,B1484
7039,09269,C0229
7040,09269,E0152
7041,09269,F0014
7042,09269,G0003
7043,09269,H0136
7044,09269,J0123
7045,09269,K0013
7046,09269,M0194
7047,09269,N0001
7048,09269,P0024
7049,09269,Z0220
7050,09270,A0143
7051,09270,A1279
7052,09270,B1484
7053,09270,C0229
7054,09270,E0152
7055,09270,F0014
7056,09270,G0003
7057,09270,H0136
7058,09270,J0123
7059,09270,K0012
7060,09270,M0194
7061,09270,N0001
7062,09270,P0024
7063,09270,Z0220
7064,09271,A0143
7065,09271,A1279
7066,09271,B1484
7067,09271,C0229
7068,09271,E0152
7069,09271,F0014
7070,09271,G0003
7071,09271,H0136
7072,09271,J0123
7073,09271,K0024
7074,09271,M0194
7075,09271,N0001
7076,09271,P0024
7077,09271,Z0220
7078,09272,A0143
7079,09272,A1279
7080,09272,B1484
7081,09272,C0229
7082,09272,E0125
7083,09272,F0003
7084,09272,G0003
7085,09272,H0136
7086,09272,J0136
7087,09272,K0003
7088,09272,M0001
7089,09272,N0001
7090,09272,P0024
7091,09273,A0127
7092,09273,A1279
7093,09273,B1484
7094,09273,C0300
7095,09273,E0114
7096,09273,F0014
7097,09273,G0003
7098,09273,H0001
7099,09273,J0123
7100,09273,K0003
7101,09273,M0194
7102,09273,N0001
7103,09273,P0024
7104,09273,P0105
7105,09273,P0173
7106,09274,A0127
7107,09274,A1279
7108,09274,B1484
7109,09274,C0300
7110,09274,E0121
7111,09274,F0018
7112,09274,G0003
7113,09274,H0112
7114,09274,J0136
7115,09274,K0003
7116,09274,M0001
7117,09274,N0001
7118,09274,P0024
7119,09274,P0105
7120,09275,A0127
7121,09275,A1279
7122,09275,B1484
7123,09275,C0300
7124,09275,E0114
7125,09275,F0018
7126,09275,G0003
7127,09275,H0241
7128,09275,H0259
7129,09275,J0001
7130,09275,K0003
7131,09275,M0001
7132,09275,N0001
7133,09275,P0024
7134,09275,P0105
7135,09276,A0143
7136,09276,A1279
7137,09276,B1657
7138,09276,C0139
7139,09276,E0150
7140,09276,F0003
7141,09276,G0003
7142,09276,H0003
7143,09276,J0001
7144,09276,K0003
7145,09276,M0001
7146,09276,N0001
7147,09276,P0024
7148,09277,A0143
7149,09277,A1279
7150,09277,B1439
7151,09277,C0230
7152,09277,E0150
7153,09277,F0003
7154,09277,G0003
7155,09277,H0003
7156,09277,J0001
7157,09277,K0003
7158,09277,M0001
7159,09277,N0001
7160,09277,P0024
7161,09278,A0143
7162,09278,A1279
7163,09278,B1439
7164,09278,C0230
7165,09278,E0150
7166,09278,F0014
7167,09278,G0012
7168,09278,H0003
7169,09278,J0001
7170,09278,K0003
7171,09278,M0001
7172,09278,N0001
7173,09278,P0024
7174,09279,A0143
7175,09279,A1279
7176,09279,B1206
7177,09279,C0139
7178,09279,E0150
7179,09279,F0003
7180,09279,G0003
7181,09279,H0003
7182,09279,J0001
7183,09279,K0003
7184,09279,M0001
7185,09279,N0001
7186,09279,P0024
7187,09281,A0143
7188,09281,A1279
7189,09281,B1206
7190,09281,C0139
7191,09281,E0150
7192,09281,F0014
7193,09281,G0003
7194,09281,H0003
7195,09281,J0123
7196,09281,K0017
7197,09281,M0194
7198,09281,N0001
7199,09281,P0024
7200,09281,Z0220
7201,09282,A0143
7202,09282,A1279
7203,09282,B1206
7204,09282,C0139
7205,09282,E0150
7206,09282,F0014
7207,09282,G0003
7208,09282,H0003
7209,09282,J0123
7210,09282,K0039
7211,09282,M0194
7212,09282,N0001
7213,09282,P0024
7214,09282,Z0220
7215,09283,A0143
7216,09283,A1279
7217,09283,B1206
7218,09283,C0139
7219,09283,E0150
7220,09283,F0014
7221,09283,G0003
7222,09283,H0136
7223,09283,J0123
7224,09283,K0013
7225,09283,M0194
7226,09283,N0001
7227,09283,P0024
7228,09283,Z0220
7229,09284,A0143
7230,09284,A1279
7231,09284,B1206
7232,09284,C0139
7233,09284,E0150
7234,09284,F0014
7235,09284,G0003
7236,09284,H0136
7237,09284,J0123
7238,09284,K0012
7239,09284,M0194
7240,09284,N0001
7241,09284,P0024
7242,09284,Z0220
7243,09285,A0143
7244,09285,A1279
7245,09285,B1206
7246,09285,C0139
7247,09285,E0150
7248,09285,F0014
7249,09285,G0003
7250,09285,H0136
7251,09285,J0123
7252,09285,K0024
7253,09285,M0194
7254,09285,N0001
7255,09285,P0024
7256,09285,Z0220
7257,09286,A0143
7258,09286,A1279
7259,09286,B1162
7260,09286,C0229
7261,09286,E0150
7262,09286,F0003
7263,09286,G0003
7264,09286,H0003
7265,09286,J0001
7266,09286,K0003
7267,09286,M0001
7268,09286,N0001
7269,09286,P0024
7270,09287,A0143
7271,09287,A1279
7272,09287,B1672
7273,09287,C0229
7274,09287,E0150
7275,09287,F0003
7276,09287,G0003
7277,09287,H0003
7278,09287,J0001
7279,09287,K0003
7280,09287,M0001
7281,09287,N0001
7282,09287,P0024
7283,09288,A0143
7284,09288,A1279
7285,09288,B1207
7286,09288,C0139
7287,09288,E0104
7288,09288,F0014
7289,09288,G0003
7290,09288,H0136
7291,09288,J0123
7292,09288,K0012
7293,09288,M0194
7294,09288,N0001
7295,09288,P0024
7296,09288,Z0220
7297,09289,A0143
7298,09289,A1279
7299,09289,B1207
7300,09289,C0139
7301,09289,E0150
7302,09289,F0003
7303,09289,G0003
7304,09289,H0138
7305,09289,J0116
7306,09289,K0003
7307,09289,M0001
7308,09289,N0001
7309,09289,P0024
7310,09290,A0143
7311,09290,A1279
7312,09290,B1207
7313,09290,C0139
7314,09290,E0150
7315,09290,F0014
7316,09290,G0020
7317,09290,H0259
7318,09290,J0001
7319,09290,K0023
7320,09290,M0001
7321,09290,N0001
7322,09290,P0024
7323,09291,A0143
7324,09291,A1279
7325,09291,B1207
7326,09291,C0139
7327,09291,E0150
7328,09291,F0003
7329,09291,G0003
7330,09291,H0138
7331,09291,J0141
7332,09291,K0003
7333,09291,M0001
7334,09291,N0001
7335,09291,P0024
7336,09292,A0143
7337,09292,A1279
7338,09292,B1207
7339,09292,C0139
7340,09292,E0150
7341,09292,F0014
7342,09292,G0020
7343,09292,H0259
7344,09292,J0001
7345,09292,K0003
7346,09292,M0001
7347,09292,N0001
7348,09292,P0024
7349,09292,P0105
7350,09293,A0143
7351,09293,A1279
7352,09293,B1207
7353,09293,C0139
7354,09293,E0150
7355,09293,F0014
7356,09293,G0020
7357,09293,H0136
7358,09293,H0259
7359,09293,J0001
7360,09293,K0003
7361,09293,M0001
7362,09293,N0001
7363,09293,P0024
7364,09294,A0127
7365,09294,A1279
7366,09294,B1207
7367,09294,C0300
7368,09294,E0114
7369,09294,F0014
7370,09294,G0003
7371,09294,H0001
7372,09294,J0123
7373,09294,K0003
7374,09294,M0194
7375,09294,N0001
7376,09294,P0024
7377,09295,A0143
7378,09295,A1279
7379,09295,B2018
7380,09295,C0229
7381,09295,E0150
7382,09295,F0003
7383,09295,G0003
7384,09295,H0003
7385,09295,J0001
7386,09295,K0003
7387,09295,M0001
7388,09295,N0001
7389,09295,P0024
7390,09296,A0143
7391,09296,A1279
7392,09296,B1298
7393,09296,C0229
7394,09296,E0150
7395,09296,F0003
7396,09296,G0003
7397,09296,H0003
7398,09296,J0001
7399,09296,K0003
7400,09296,M0001
7401,09296,N0001
7402,09296,P0024
7403,09297,A0143
7404,09297,A1279
7405,09297,B2121
7406,09297,C0137
7407,09297,E0150
7408,09297,F0001
7409,09297,G0003
7410,09297,H0138
7411,09297,J0141
7412,09297,K0003
7413,09297,M0001
7414,09297,N0001
7415,09297,P0024
7416,09298,A0143
7417,09298,A1279
7418,09298,B1329
7419,09298,C0137
7420,09298,E0150
7421,09298,F0001
7422,09298,G0003
7423,09298,H0138
7424,09298,J0141
7425,09298,K0003
7426,09298,M0001
7427,09298,N0001
7428,09298,P0024
7429,09299,A0143
7430,09299,A1279
7431,09299,B1329
7432,09299,C0139
7433,09299,E0150
7434,09299,F0001
7435,09299,G0003
7436,09299,H0138
7437,09299,J0141
7438,09299,K0003
7439,09299,M0001
7440,09299,N0001
7441,09299,P0024
7442,09301,A1279
7443,09301,B1629
7444,09301,C0229
7445,09301,E0133
7446,09301,F0014
7447,09301,G0003
7448,09301,H0280
7449,09301,J0123
7450,09301,K0023
7451,09301,M0204
7452,09301,N0051
7453,09301,P0024
7454,09301,R0001
7455,09302,A0143
7456,09302,A1279
7457,09302,B1494
7458,09302,C0140
7459,09302,E0150
7460,09302,F0003
7461,09302,G0003
7462,09302,H0003
7463,09302,J0001
7464,09302,K0003
7465,09302,M0001
7466,09302,N0001
7467,09302,P0024
7468,09304,A0143
7469,09304,A1279
7470,09304,B1096
7471,09304,C0140
7472,09304,E0150
7473,09304,F0014
7474,09304,G0003
7475,09304,H0136
7476,09304,J0123
7477,09304,K0012
7478,09304,M0194
7479,09304,N0001
7480,09304,P0024
7481,09304,Z0220
7482,09306,A0143
7483,09306,A1279
7484,09306,B1096
7485,09306,C0140
7486,09306,E0150
7487,09306,F0003
7488,09306,G0003
7489,09306,H0136
7490,09306,J0136
7491,09306,K0003
7492,09306,M0001
7493,09306,N0001
7494,09306,P0024
7495,09307,A0143
7496,09307,A1279
7497,09307,B1364
7498,09307,C0101
7499,09307,E0150
7500,09307,F0003
7501,09307,G0003
7502,09307,H0003
7503,09307,J0001
7504,09307,K0003
7505,09307,M0001
7506,09307,N0001
7507,09307,P0024
7508,09309,A0143
7509,09309,A1279
7510,09309,B1364
7511,09309,C0101
7512,09309,E0152
7513,09309,F0003
7514,09309,G0003
7515,09309,H0003
7516,09309,J0136
7517,09309,K0003
7518,09309,M0001
7519,09309,N0001
7520,09309,P0024
7521,09310,A0143
7522,09310,A1279
7523,09310,B1364
7524,09310,C0101
7525,09310,E0152
7526,09310,F0014
7527,09310,G0020
7528,09310,H0158
7529,09310,H0241
7530,09310,J0001
7531,09310,K0003
7532,09310,M0001
7533,09310,N0001
7534,09310,P0024
7535,09311,A0143
7536,09311,A1279
7537,09311,B1691
7538,09311,C0139
7539,09311,E0150
7540,09311,F0003
7541,09311,G0003
7542,09311,H0003
7543,09311,J0001
7544,09311,K0003
7545,09311,M0001
7546,09311,N0001
7547,09311,P0024
7548,09312,A0143
7549,09312,A1279
7550,09312,B2020
7551,09312,C0139
7552,09312,E0150
7553,09312,F0003
7554,09312,G0003
7555,09312,H0003
7556,09312,J0001
7557,09312,K0003
7558,09312,M0001
7559,09312,N0001
7560,09312,P0024
7561,09313,A0143
7562,09313,A1279
7563,09313,B1693
7564,09313,C0229
7565,09313,E0150
7566,09313,F0003
7567,09313,G0003
7568,09313,H0003
7569,09313,J0001
7570,09313,K0003
7571,09313,M0001
7572,09313,N0001
7573,09313,P0024
7574,09314,A0143
7575,09314,A1279
7576,09314,B1694
7577,09314,C0229
7578,09314,E0150
7579,09314,F0003
7580,09314,G0003
7581,09314,H0003
7582,09314,J0001
7583,09314,K0003
7584,09314,M0001
7585,09314,N0001
7586,09314,P0024
7587,09315,A0143
7588,09315,A1279
7589,09315,B1480
7590,09315,C0229
7591,09315,E0150
7592,09315,F0003
7593,09315,G0003
7594,09315,H0003
7595,09315,J0001
7596,09315,K0003
7597,09315,M0001
7598,09315,N0001
7599,09315,P0024
7600,09316,A0143
7601,09316,A1279
7602,09316,B1393
7603,09316,C0140
7604,09316,E0150
7605,09316,F0003
7606,09316,G0003
7607,09316,H0003
7608,09316,J0001
7609,09316,K0003
7610,09316,M0001
7611,09316,N0001
7612,09316,P0024
7613,09317,A0143
7614,09317,A1279
7615,09317,B1393
7616,09317,C0140
7617,09317,E0104
7618,09317,F0014
7619,09317,G0003
7620,09317,H0136
7621,09317,J0123
7622,09317,K0012
7623,09317,M0194
7624,09317,N0001
7625,09317,P0024
7626,09317,Z0220
7627,09318,A0143
7628,09318,A1279
7629,09318,B1393
7630,09318,C0140
7631,09318,E0151
7632,09318,F0003
7633,09318,G0003
7634,09318,H0001
7635,09318,J0136
7636,09318,K0003
7637,09318,M0001
7638,09318,N0001
7639,09318,P0024
7640,09318,P0105
7641,09320,A0143
7642,09320,A1279
7643,09320,B1393
7644,09320,C0140
7645,09320,E0124
7646,09320,F0003
7647,09320,G0003
7648,09320,H0136
7649,09320,J0136
7650,09320,K0003
7651,09320,M0001
7652,09320,N0001
7653,09320,P0024
7654,09321,A0143
7655,09321,A1279
7656,09321,B1477
7657,09321,C0229
7658,09321,E0150
7659,09321,F0003
7660,09321,G0003
7661,09321,H0003
7662,09321,J0001
7663,09321,K0003
7664,09321,M0001
7665,09321,N0001
7666,09321,P0024
7667,09322,A0143
7668,09322,A1279
7669,09322,B1695
7670,09322,C0229
7671,09322,E0150
7672,09322,F0003
7673,09322,G0003
7674,09322,H0003
7675,09322,J0001
7676,09322,K0003
7677,09322,M0001
7678,09322,N0001
7679,09322,P0024
7680,09325,A0208
7681,09325,A1279
7682,09325,B1484
7683,09325,C0229
7684,09325,E0152
7685,09325,F0014
7686,09325,G0003
7687,09325,H0136
7688,09325,H0147
7689,09325,J0123
7690,09325,K0012
7691,09325,M0194
7692,09325,N0001
7693,09325,P0024
7694,09325,Z0220
7695,09326,A0143
7696,09326,A1279
7697,09326,B1391
7698,09326,C0229
7699,09326,E0150
7700,09326,F0003
7701,09326,G0003
7702,09326,H0003
7703,09326,J0001
7704,09326,K0003
7705,09326,M0001
7706,09326,N0001
7707,09326,P0024
7708,09334,A1279
7709,09334,B2767
7710,09334,C0138
7711,09334,E0151
7712,09334,F0003
7713,09334,G0003
7714,09334,H0001
7715,09334,J0001
7716,09334,K0001
7717,09334,M0001
7718,09334,N0001
7719,09334,P0024
7720,09334,R0001
7721,09340,A1279
7722,09340,B1523
7723,09340,C0139
7724,09340,E0131
7725,09340,F0003
7726,09340,G0003
7727,09340,H0001
7728,09340,J0001
7729,09340,K0001
7730,09340,M0001
7731,09340,N0001
7732,09340,P0024
7733,09340,R0001
7734,09351,A0143
7735,09351,A1279
7736,09351,B1350
7737,09351,C0229
7738,09351,E0104
7739,09351,F0014
7740,09351,G0003
7741,09351,H0136
7742,09351,H0147
7743,09351,J0123
7744,09351,K0012
7745,09351,M0194
7746,09351,N0001
7747,09351,P0024
7748,09351,Z0219
7749,09352,A0143
7750,09352,A1279
7751,09352,B1491
7752,09352,C0140
7753,09352,E0150
7754,09352,F0014
7755,09352,G0003
7756,09352,H0136
7757,09352,J0123
7758,09352,K0013
7759,09352,M0194
7760,09352,N0001
7761,09352,P0024
7762,09352,Z0219
7763,09353,A0143
7764,09353,A1279
7765,09353,B1491
7766,09353,C0140
7767,09353,E0150
7768,09353,F0014
7769,09353,G0003
7770,09353,H0136
7771,09353,J0123
7772,09353,K0012
7773,09353,M0194
7774,09353,N0001
7775,09353,P0024
7776,09353,Z0153
7777,09353,Z0219
7778,09354,A0143
7779,09354,A1279
7780,09354,B1484
7781,09354,C0229
7782,09354,E0152
7783,09354,F0014
7784,09354,G0003
7785,09354,H0003
7786,09354,J0123
7787,09354,K0039
7788,09354,M0194
7789,09354,N0001
7790,09354,P0024
7791,09354,Z0219
7792,09357,A0143
7793,09357,A1279
7794,09357,B1529
7795,09357,C0229
7796,09357,E0116
7797,09357,F0014
7798,09357,G0003
7799,09357,H0136
7800,09357,J0123
7801,09357,K0012
7802,09357,M0194
7803,09357,N0001
7804,09357,P0024
7805,09357,Z0219
7806,09367,A0143
7807,09367,A1279
7808,09367,B1091
7809,09367,C0139
7810,09367,E0150
7811,09367,F0014
7812,09367,G0003
7813,09367,H0136
7814,09367,J0123
7815,09367,K0012
7816,09367,M0194
7817,09367,N0001
7818,09367,P0024
7819,09367,Z0219
7820,09370,A0143
7821,09370,A1279
7822,09370,B1350
7823,09370,C0229
7824,09370,E0133
7825,09370,F0014
7826,09370,G0003
7827,09370,H0136
7828,09370,J0123
7829,09370,K0012
7830,09370,M0194
7831,09370,N0001
7832,09370,P0024
7833,09370,Z0219
7834,09374,A0143
7835,09374,A1279
7836,09374,B1344
7837,09374,C0229
7838,09374,E0133
7839,09374,F0014
7840,09374,G0003
7841,09374,H0136
7842,09374,J0123
7843,09374,K0012
7844,09374,M0194
7845,09374,N0001
7846,09374,P0024
7847,09374,Z0219
7848,09379,A0143
7849,09379,A1279
7850,09379,B1206
7851,09379,C0229
7852,09379,E0133
7853,09379,F0014
7854,09379,G0003
7855,09379,H0136
7856,09379,J0123
7857,09379,K0012
7858,09379,M0194
7859,09379,N0001
7860,09379,P0024
7861,09379,Z0219
7862,09383,A0143
7863,09383,A1279
7864,09383,B1429
7865,09383,C0229
7866,09383,E0133
7867,09383,F0014
7868,09383,G0003
